NomDeNaissance;Prenom;Sexe;DateDeNaissance;TypeMandat;DateDebutMandat;DateFinMandat;MotifFinMandat;TypeFonction;DateDebutFonction;DateFinFonction;MotifFinFonction;Mandature;NuancePolitique;NomTerritoire;TypeTerritoire
TOUTAIN;ANDRE;M;01/03/1905;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;1965;SOC;SEVRAN;Commune
CICCOLINI;FELIX;M;02/10/1916;CONSEILLER MUNICIPAL;27/01/1967;10/03/1971;FM;M;27/01/1967;10/03/1971;FM;1965;SOC;AIX EN PROVENCE;Commune
VEILLET;JEAN;M;14/05/1901;CONSEILLER MUNICIPAL;25/04/1968;10/03/1971;FM;M;25/04/1968;10/03/1971;FM;1965;CNI;DIJON;Commune
MEYLAN;PASCAL;M;01/05/1935;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;CDP;FERNEY VOLTAIRE;Commune
FROUSSART;JEAN;M;16/05/1908;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;13/03/1971;10/03/1977;FM;1971;CENTRE;CHEVIGNY SAINT SAUVEUR;Commune
BARBEROT;PAUL;M;26/10/1915;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;CNI;BOURG EN BRESSE;Commune
PERROT;JACQUES;M;01/09/1926;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;COM;ARLES;Commune
MARTIN;LUCIENNE;F;01/01/1937;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;01/02/1973;10/03/1977;FM;1971;COM;AURIOL;Commune
MARTIN;ROGER;M;NA;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;COM;BERRE L ETANG;Commune
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;COM;MARTIGUES;Commune
BENDER;ALFRED;M;NA;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;01/06/1973;10/03/1977;FM;1971;COM;PENNES MIRABEAU;Commune
KARMAN;ANDRE;M;10/03/1924;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;COM;AUBERVILLIERS;Commune
BALLANGER;ROBERT;M;02/11/1912;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;COM;AULNAY SOUS BOIS;Commune
MARSON;JAMES;M;01/11/1926;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;13/03/1973;10/03/1977;FM;1971;COM;LA COURNEUVE;Commune
HOUDREMONT;JEAN;M;04/10/1924;CONSEILLER MUNICIPAL;14/03/1971;25/01/1973;DC;M;14/03/1971;25/01/1973;DC;1971;COM;LA COURNEUVE;Commune
DUFRICHE;MARCEL;M;16/10/1911;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;COM;MONTREUIL;Commune
LAINAT;FERNAND;M;01/11/1924;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;COM;PANTIN;Commune
DECHAMPS;ANDRE;M;NA;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;COM;CLICHY SOUS BOIS;Commune
POUJADE;ROBERT;M;06/05/1928;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;DROITE;DIJON;Commune
DELEUIL;LAURENS;M;08/11/1918;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;DVD;MARIGNANE;Commune
HOUYOUX;MAURICE;M;NA;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;DVD;LE BOURGET;Commune
SERELLE;MARIUS;M;07/09/1905;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;DVD;NOISY LE GRAND;Commune
DOUDEY;LUCIEN;M;NA;CONSEILLER MUNICIPAL;14/03/1971;01/01/1976;DC;M;14/03/1971;01/01/1976;DC;1971;DVD;RAINCY;Commune
BUY;ANTOINE;M;22/08/1907;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;DVG;AMBERIEU EN BUGEY;Commune
CADOZ;MARIUS;M;30/12/1914;CONSEILLER MUNICIPAL;14/03/1971;01/01/1976;DC;M;14/03/1971;01/01/1976;DC;1971;DVG;GEX;Commune
BILLANDON;CHARLES;M;24/12/1921;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;DVG;MIRIBEL;Commune
JACQUES;PIERRE;M;18/10/1910;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;DVG;FONTAINE LES DIJON;Commune
GISCLON;JOFFRE;M;14/04/1915;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;DVG;TALANT;Commune
VULLIOD;CHARLES;M;09/01/1909;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;DVG;BELLEY;Commune
GARCIN;EDMOND;M;24/04/1917;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;PCF;AUBAGNE;Commune
MOINE;HENRI;M;22/03/1921;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;RPR;BEAUNE;Commune
VALBON;GEORGES;M;08/08/1924;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;PCF;BOBIGNY;Commune
FERAUD;PAUL;M;NA;CONSEILLER MUNICIPAL;14/03/1971;01/06/1972;DM;M;14/03/1971;01/06/1972;DM;1971;NA;AURIOL;Commune
MARTIN;RAYMOND;M;NA;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;NA;CABRIES;Commune
NILES;MAURICE;M;12/09/1919;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;PCF;DRANCY;Commune
EMIN;LEON;M;11/07/1903;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;NA;OYONNAX;Commune
SUMEIRE;FERNAND;M;NA;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;01/06/1973;NA;1971;NA;PENNES MIRABEAU;Commune
RIEUBON;RENE;M;04/03/1918;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;PCF;PORT DE BOUC;Commune
BLAISON;PIERRE;M;28/06/1903;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;NA;SAINT GENIS POUILLY;Commune
COUTROT;MAURICE;M;03/12/1907;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;SOC;BONDY;Commune
BERTHELOT;MARCELIN;M;09/10/1927;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;PCF;SAINT DENIS;Commune
ANTHONIOZ;MARCEL;M;26/04/1911;CONSEILLER MUNICIPAL;14/03/1971;31/08/1976;FM;M;14/03/1971;31/08/1976;DC;1971;CNI;DIVONNE LES BAINS;Commune
PROST;JEAN;M;26/10/1925;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;17/10/1976;10/03/1977;FM;1971;NA;DIVONNE LES BAINS;Commune
SUREAU;HENRI;M;02/03/1909;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;NA;CHENOVE;Commune
REMOND;ROGER;M;04/02/1925;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;13/03/1971;10/03/1977;FM;1971;SOC;QUETIGNY;Commune
MAZUE;MAURICE ANDRE GUILLAUME;M;24/02/1911;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;SOC;LONGVIC;Commune
CICCOLINI;FELIX;M;02/10/1916;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;SOC;AIX EN PROVENCE;Commune
GABELIER;ANTONIN;M;NA;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;01/12/1975;10/03/1977;FM;1971;SOC;BOUC BEL AIR;Commune
NAL;ELIE;M;NA;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;01/11/1975;NA;1971;SOC;BOUC BEL AIR;Commune
GRAILLE;JEAN;M;18/05/1907;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;SOC;LA CIOTAT;Commune
DEFFERRE;GASTON;M;14/09/1910;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;SOC;MARSEILLE;Commune
BAGNANINCHI;JOSEPH;M;NA;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;SOC;SAINT MARTIN DE CRAU;Commune
SAINT MICHEL;ANTONIN;M;NA;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;SOC;TARASCON;Commune
MARCHELART;GERARD;M;01/01/1928;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;SOC;ROMAINVILLE;Commune
TOUTAIN;ANDRE;M;01/03/1905;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;1971;SOC;SEVRAN;Commune
PROST;JEAN;M;26/10/1925;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;1977;CENTRE;DIVONNE LES BAINS;Commune
MEYLAN;PASCAL;M;01/05/1935;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;1977;CENTRE;FERNEY VOLTAIRE;Commune
CHAVANNE;GUY;M;21/04/1935;CONSEILLER MUNICIPAL;13/03/1977;01/01/1982;DM;M;13/03/1977;01/01/1982;NA;1977;COM;OYONNAX;Commune
SUBTIL;ROBERT;M;14/03/1884;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;01/02/1982;01/03/1983;FM;1977;COM;OYONNAX;Commune
PERROT;JACQUES;M;01/09/1926;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;COM;ARLES;Commune
MARTIN;LUCIENNE;F;01/01/1937;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;COM;AURIOL;Commune
MARTIN;ROGER;M;NA;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;COM;BERRE L ETANG;Commune
ROMAND;GEORGES;M;NA;CONSEILLER MUNICIPAL;13/03/1977;01/05/1979;NA;M;13/03/1977;01/05/1979;NA;1977;COM;LA CIOTAT;Commune
PERRIMOND;LOUIS;M;NA;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/06/1979;01/03/1983;FM;1977;COM;LA CIOTAT;Commune
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;COM;MARTIGUES;Commune
KARMAN;ANDRE;M;10/03/1924;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;COM;AUBERVILLIERS;Commune
THOMAS;PIERRE;M;01/01/1929;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;01/01/1978;01/03/1983;FM;1977;COM;AULNAY SOUS BOIS;Commune
MARSON;JAMES;M;01/11/1926;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;COM;LA COURNEUVE;Commune
DUFRICHE;MARCEL;M;16/10/1911;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;COM;MONTREUIL;Commune
ISABET;JACQUES;M;10/07/1939;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;COM;PANTIN;Commune
CLEMENT;ROBERT;M;18/01/1939;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;15/03/1980;01/03/1983;NA;1977;COM;ROMAINVILLE;Commune
VERGNAUD;BERNARD;M;01/01/1932;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;COM;SEVRAN;Commune
DECHAMPS;ANDRE;M;NA;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;COM;CLICHY SOUS BOIS;Commune
POUJADE;ROBERT;M;06/05/1928;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;DROITE;DIJON;Commune
MARCELPOIL;ROBERT;M;NA;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;1977;DVD;AMBERIEU EN BUGEY;Commune
DELEUIL;LAURENS;M;08/11/1918;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;DVD;MARIGNANE;Commune
CADOT;ANDRE;M;NA;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;DVD;LE BOURGET;Commune
MEGE;RAYMOND;M;01/01/1919;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;DVD;RAINCY;Commune
BILLANDON;CHARLES;M;24/12/1921;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;1977;DVG;MIRIBEL;Commune
GARCIN;EDMOND;M;24/04/1917;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;PCF;AUBAGNE;Commune
MOINE;HENRI;M;22/03/1921;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;RPR;BEAUNE;Commune
VALBON;GEORGES;M;08/08/1924;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;PCF;BOBIGNY;Commune
MARTIN;RAYMOND;M;NA;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;NA;CABRIES;Commune
NILES;MAURICE;M;12/09/1919;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;PCF;DRANCY;Commune
BOURGOIN;GEORGES;M;NA;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;1977;NA;FONTAINE LES DIJON;Commune
ANDRE;RENE;M;NA;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;01/02/1976;01/03/1983;FM;1977;NA;GEX;Commune
GOUTMANN;MARIE THERESE;F;29/08/1933;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;PCF;NOISY LE GRAND;Commune
RIEUBON;RENE;M;04/03/1918;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;PCF;PORT DE BOUC;Commune
DURET;LUCIENNE;F;22/02/1922;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;NA;SAINT GENIS POUILLY;Commune
RASERA;MICHEL;M;30/05/1947;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;PS;CHEVIGNY SAINT SAUVEUR;Commune
ROBIN ;LOUIS;M;01/05/1923;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;1977;PS;BOURG EN BRESSE;Commune
BERTHELOT;MARCELIN;M;09/10/1927;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;PCF;SAINT DENIS;Commune
CARRAZ;ROLAND;M;18/05/1943;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;1977;SOC;CHENOVE;Commune
MAZUE;MAURICE ANDRE GUILLAUME;M;24/02/1911;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;1977;SOC;LONGVIC;Commune
REMOND;ROGER;M;04/02/1925;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;1977;SOC;QUETIGNY;Commune
HOUELLE;MICHEL;M;09/08/1933;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;1977;SOC;TALANT;Commune
GABELIER;ANTONIN;M;NA;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;SOC;BOUC BEL AIR;Commune
DEFFERRE;GASTON;M;14/09/1910;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;SOC;MARSEILLE;Commune
MELLAN;VICTOR;M;26/08/1923;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;SOC;PENNES MIRABEAU;Commune
VULPIAN;CLAUDE;M;22/11/1936;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;SOC;SAINT MARTIN DE CRAU;Commune
SAINT MICHEL;ANTONIN;M;NA;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;SOC;TARASCON;Commune
FUZIER;CLAUDE;M;02/06/1924;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;1977;SOC;BONDY;Commune
MARCHELART;GERARD;M;01/01/1928;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;10/03/1980;DM;1977;SOC;ROMAINVILLE;Commune
MILLON;CHARLES;M;12/11/1945;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;1977;UDF;BELLEY;Commune
JOISSAINS;ALAIN;M;30/06/1942;CONSEILLER MUNICIPAL;29/06/1978;01/03/1983;FM;M;29/06/1978;01/03/1983;FM;1977;RAD;AIX EN PROVENCE;Commune
PROST;JEAN;M;26/10/1925;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;CENTRE;DIVONNE LES BAINS;Commune
MEYLAN;PASCAL;M;01/05/1935;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;CENTRE;FERNEY VOLTAIRE;Commune
DE PERETTI DE LA ROCCA;JEAN PIERRE;M;26/06/1930;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;CENTRE;AIX EN PROVENCE;Commune
MARTIN;LUCIENNE;F;01/01/1937;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;COM;AURIOL;Commune
GUIOU;MAURICE;M;01/01/1926;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;COM;BERRE L ETANG;Commune
PERRIMOND;LOUIS;M;NA;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;COM;LA CIOTAT;Commune
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;COM;MARTIGUES;Commune
RALITE;JACK;M;14/05/1928;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;COM;AUBERVILLIERS;Commune
MARSON;JAMES;M;01/11/1926;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;COM;LA COURNEUVE;Commune
BRARD;JEAN PIERRE;M;07/02/1948;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;31/03/1984;10/03/1989;FM;1983;COM;MONTREUIL;Commune
DUFRICHE;MARCEL;M;16/10/1911;CONSEILLER MUNICIPAL;06/03/1983;01/03/1984;NA;M;06/03/1983;01/03/1984;NA;1983;COM;MONTREUIL;Commune
ISABET;JACQUES;M;10/07/1939;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;COM;PANTIN;Commune
CLEMENT;ROBERT;M;18/01/1939;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;COM;ROMAINVILLE;Commune
VERGNAUD;BERNARD;M;01/01/1932;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;COM;SEVRAN;Commune
DECHAMPS;ANDRE;M;NA;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;COM;CLICHY SOUS BOIS;Commune
GUICHON;LUCIEN;M;09/02/1932;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;DROITE;OYONNAX;Commune
BRENOT;LUCIEN;M;29/03/1948;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;DROITE;CHEVIGNY SAINT SAUVEUR;Commune
POUJADE;ROBERT;M;06/05/1928;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;DROITE;DIJON;Commune
CARMINATI;BAPTISTE;M;NA;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;DROITE;TALANT;Commune
AILLAUD;THERESE;F;05/11/1931;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;DROITE;TARASCON;Commune
MARCELPOIL;ROBERT;M;NA;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;DVD;AMBERIEU EN BUGEY;Commune
JACQUELINET;MARCEL;M;NA;CONSEILLER MUNICIPAL;06/03/1983;01/01/1986;NA;M;06/03/1983;01/01/1986;NA;1983;DVD;LONGVIC;Commune
DELEUIL;LAURENS;M;08/11/1918;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;DVD;MARIGNANE;Commune
CADOT;ANDRE;M;NA;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;DVD;LE BOURGET;Commune
MEGE;RAYMOND;M;01/01/1919;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;DVD;RAINCY;Commune
CAMOIN;JEAN PIERRE;M;09/05/1942;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;RPR;ARLES;Commune
GARCIN;EDMOND;M;24/04/1917;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;01/02/1987;DM;1983;PCF;AUBAGNE;Commune
ABRIOUX;JEAN CLAUDE;M;01/12/1931;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;RPR;AULNAY SOUS BOIS;Commune
MOINE;HENRI;M;22/03/1921;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;RPR;BEAUNE;Commune
VALBON;GEORGES;M;08/08/1924;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;PCF;BOBIGNY;Commune
MARTIN;RAYMOND;M;NA;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;NA;CABRIES;Commune
NILES;MAURICE;M;12/09/1919;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;PCF;DRANCY;Commune
MORELON;PAUL;M;29/10/1922;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;NA;FONTAINE LES DIJON;Commune
NICOD;MICHEL;M;08/10/1939;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;NA;GEX;Commune
BEAUFORT;JEAN;M;04/02/1928;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;DVD;MIRIBEL;Commune
RIEUBON;RENE;M;04/03/1918;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;PCF;PORT DE BOUC;Commune
DURET;LUCIENNE;F;22/02/1922;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;NA;SAINT GENIS POUILLY;Commune
ROBIN ;LOUIS;M;01/05/1923;CONSEILLER MUNICIPAL;06/03/1983;01/01/1985;DM;M;06/03/1983;01/01/1985;DM;1983;PS;BOURG EN BRESSE;Commune
BERTHELOT;MARCELIN;M;09/10/1927;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;PCF;SAINT DENIS;Commune
CARRAZ;ROLAND;M;18/05/1943;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;SOC;CHENOVE;Commune
REMOND;ROGER;M;04/02/1925;CONSEILLER MUNICIPAL;06/03/1983;01/01/1984;DM;M;06/03/1983;01/01/1984;DM;1983;SOC;QUETIGNY;Commune
GABELIER;ANTONIN;M;NA;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;1983;SOC;BOUC BEL AIR;Commune
DEFFERRE;GASTON;M;14/09/1910;CONSEILLER MUNICIPAL;06/03/1983;07/05/1986;DC;M;06/03/1983;07/05/1986;DC;1983;SOC;MARSEILLE;Commune
VIGOUROUX;ROBERT;M;21/03/1923;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;17/05/1986;10/03/1989;FM;1983;SOC;MARSEILLE;Commune
