NomDeNaissance;Prenom;Sexe;DateDeNaissance;TypeMandat;DateDebutMandat;DateFinMandat;MotifFinMandat;TypeFonction;DateDebutFonction;DateFinFonction;MotifFinFonction;Mandature;NuancePolitique;NomTerritoire;TypeTerritoire
JOISSAINS MASINI;MARYSE;F;15/08/1942;CONSEILLER MUNICIPAL;11/03/2001;10/03/2008;FM;M;19/03/2001;10/03/2008;FM;2001;DROITE;AIX EN PROVENCE;Commune
PAOLI;GERARD;M;09/03/1945;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;DVD;GEX;Commune
DUTY;PIERRE ETIENNE;M;;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;DVD;FERNEY VOLTAIRE;Commune
PIRALLA;GILLES;M;05/10/1949;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;DVD;AMBERIEU EN BUGEY;Commune
BERTHOU;JACQUES;M;03/03/1940;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;DVG;MIRIBEL;Commune
SIMONPIERI;DANIEL;M;NA;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;EXTD;MARIGNANE;Commune
LAGARDE;JEAN CHRISTOPHE;M;24/10/1967;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;UDF;DRANCY;Commune
ETIEVANT;MICHEL;M;12/12/1932;CONSEILLER MUNICIPAL;11/03/2001;07/07/2006;DC;M;11/03/2001;07/07/2006;DC;2001;SOC;LONGVIC;Commune
BERTRAND;JEAN MICHEL;M;06/06/1943;CONSEILLER MUNICIPAL;11/03/2001;05/02/2008;FM;M;25/03/2001;05/02/2008;FM;2001;UMP;BOURG EN BRESSE;Commune
BERTRAND;HUBERT;M;05/12/1946;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;PRG;SAINT GENIS POUILLY;Commune
ANDREONI;SERGE;M;15/03/1940;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;PS;BERRE L ETANG;Commune
ESMONIN;JEAN;M;27/02/1937;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;SOC;CHENOVE;Commune
REBSAMEN;FRANCOIS;M;25/06/1951;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;SOC;DIJON;Commune
DARCIAUX;CLAUDE;F;18/10/1942;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;21/06/2005;01/03/2008;FM;2001;SOC;LONGVIC;Commune
BACHELARD;MICHEL;M;17/09/1948;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;01/02/2003;01/03/2008;FM;2001;SOC;QUETIGNY;Commune
VOUILLOT;HERVE;M;01/04/1943;CONSEILLER MUNICIPAL;11/03/2001;01/01/2003;DM;M;11/03/2001;01/01/2003;DM;2001;SOC;QUETIGNY;Commune
GARCIA;DANIELE;F;12/03/1948;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;SOC;AURIOL;Commune
AMIEL;MICHEL;M;03/07/1954;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;SOC;PENNES MIRABEAU;Commune
VULPIAN;CLAUDE;M;22/11/1936;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;SOC;SAINT MARTIN DE CRAU;Commune
ROGER;GILBERT;M;09/11/1953;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;SOC;BONDY;Commune
GOLDBERG;DANIEL;M;24/08/1965;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2005;NA;2001;SOC;LA COURNEUVE;Commune
PAJON;MICHEL;M;30/06/1949;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;SOC;NOISY LE GRAND;Commune
KERN;BERTRAND;M;04/02/1962;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;SOC;PANTIN;Commune
VALLS;CORINNE;F;02/02/1957;CONSEILLER MUNICIPAL;11/03/2001;05/03/2008;FM;M;11/03/2001;05/03/2008;FM;2001;SOC;ROMAINVILLE;Commune
DILAIN;CLAUDE;M;12/08/1948;CONSEILLER MUNICIPAL;11/03/2001;05/03/2008;FM;M;11/03/2001;05/03/2008;FM;2001;SOC;CLICHY SOUS BOIS;Commune
CAPO CANELLAS;VINCENT;M;04/05/1967;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;UDF;LE BOURGET;Commune
TRAVERS;JEAN CLAUDE;M;05/10/1947;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;UMP;BELLEY;Commune
GOBET;JACQUES;M;24/08/1948;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;2001;UMP;OYONNAX;Commune
SCHIAVETTI;HERVE;M;06/07/1956;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;COM;ARLES;Commune
FONTAINE;DANIEL;M;01/01/1945;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;COM;AUBAGNE;Commune
CHARROUX;GABY;M;25/06/1942;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;29/05/2009;20/03/2014;FM;2008;COM;MARTIGUES;Commune
LOMBARD;PAUL;M;15/12/1927;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;29/05/2009;DM;2008;COM;MARTIGUES;Commune
FERNANDEZ;PATRICIA;F;01/01/1972;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;COM;PORT DE BOUC;Commune
PEYGE;Catherine;F;08/10/1959;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;COM;BOBIGNY;Commune
POUX;GILLES;M;07/06/1957;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;COM;LA COURNEUVE;Commune
PAILLARD;DIDIER;M;01/12/1954;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;COM;SAINT DENIS;Commune
SUGUENOT;ALAIN;M;17/09/1951;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;DROITE;BEAUNE;Commune
CHAPUIS;PATRICK;M;17/08/1955;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;DROITE;FONTAINE LES DIJON;Commune
MENUT;GILBERT;M;03/12/1947;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;DROITE;TALANT;Commune
JOISSAINS MASINI;MARYSE;F;15/08/1942;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;DROITE;AIX EN PROVENCE;Commune
PERRIN;JEAN CLAUDE;M;NA;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;DROITE;BOUC BEL AIR;Commune
BORE;PATRICK;M;09/11/1956;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;DROITE;LA CIOTAT;Commune
LE DISSES;ERIC;M;05/07/1955;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;DROITE;MARIGNANE;Commune
GAUDIN;JEAN CLAUDE;M;08/10/1939;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;DROITE;MARSEILLE;Commune
FABRE;CHARLES;M;01/01/1946;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;DROITE;TARASCON;Commune
RAOULT;ERIC;M;19/06/1955;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;DROITE;RAINCY;Commune
PAOLI;GERARD;M;09/03/1945;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;DVD;GEX;Commune
BERTHOU;JACQUES;M;03/03/1940;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;DVG;MIRIBEL;Commune
MEYLAN;FRANCOIS;M;01/01/1944;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;DVG;FERNEY VOLTAIRE;Commune
FOGNINI;JEAN MARC;M;29/03/1958;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;17/03/2008;20/03/2014;FM;2008;DVG;BELLEY;Commune
VOYNET;DOMINIQUE;F;04/11/1958;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;ECO;MONTREUIL;Commune
GATIGNON;STEPHANE;M;25/08/1969;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;ECO;SEVRAN;Commune
MARTIN;RICHARD;M;NA;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;IND;CABRIES;Commune
LAGARDE;JEAN CHRISTOPHE;M;24/10/1967;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;UDF;DRANCY;Commune
ROTGER;MICHEL;M;NA;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;15/10/2012;20/03/2014;FM;2008;UMP;CHEVIGNY SAINT SAUVEUR;Commune
BERTRAND;HUBERT;M;05/12/1946;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;PRG;SAINT GENIS POUILLY;Commune
ANDREONI;SERGE;M;15/03/1940;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;PS;BERRE L ETANG;Commune
ESMONIN;JEAN;M;27/02/1937;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;SOC;CHENOVE;Commune
REBSAMEN;FRANCOIS;M;25/06/1951;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;SOC;DIJON;Commune
DARCIAUX;CLAUDE;F;18/10/1942;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;SOC;LONGVIC;Commune
BACHELARD;MICHEL;M;17/09/1948;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;SOC;QUETIGNY;Commune
GARCIA;DANIELE;F;12/03/1948;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;SOC;AURIOL;Commune
AMIEL;MICHEL;M;03/07/1954;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;SOC;PENNES MIRABEAU;Commune
VULPIAN;CLAUDE;M;22/11/1936;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;SOC;SAINT MARTIN DE CRAU;Commune
ROGER;GILBERT;M;09/11/1953;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;01/10/2011;CUMUL;2008;SOC;BONDY;Commune
THOMASSIN;SYLVINE;F;13/12/1959;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;13/10/2011;20/03/2014;FM;2008;SOC;BONDY;Commune
PAJON;MICHEL;M;30/06/1949;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;SOC;NOISY LE GRAND;Commune
KERN;BERTRAND;M;04/02/1962;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;SOC;PANTIN;Commune
VALLS;CORINNE;F;02/02/1957;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;SOC;ROMAINVILLE;Commune
DILAIN;CLAUDE;M;12/08/1948;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;01/10/2011;CUMUL;2008;SOC;CLICHY SOUS BOIS;Commune
DEBAT;JEAN FRANCOIS;M;24/01/1966;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;16/03/2008;20/03/2014;FM;2008;SOC;BOURG EN BRESSE;Commune
EXPOSITO;JOSIANE;F;03/03/1943;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;17/03/2008;20/03/2014;FM;2008;SOC;AMBERIEU EN BUGEY;Commune
SEGURA;GERARD;M;24/05/1948;CONSEILLER MUNICIPAL;09/03/2008;01/04/2014;FM;M;17/03/2008;01/04/2014;FM;2008;SOC;AULNAY SOUS BOIS;Commune
BLANC;ETIENNE;M;29/08/1954;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;UDF;DIVONNE LES BAINS;Commune
CAPO CANELLAS;VINCENT;M;04/05/1967;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;UDI;LE BOURGET;Commune
PERRAUD;MICHEL;M;15/04/1953;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;2008;UDI;OYONNAX;Commune
SLISSA;MONIQUE;F;01/01/1948;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;01/06/2017;10/03/2020;FM;2014;CENTRE;PENNES MIRABEAU;Commune
PAOLI;Stephane;M;13/07/1970;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;15/03/2020;FM;2014;CENTRE;BOBIGNY;Commune
HOPPE;YANNICK;M;07/12/1983;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;01/11/2017;15/03/2020;FM;2014;CENTRE;LE BOURGET;Commune
SCHIAVETTI;HERVE;M;06/07/1956;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;COM;ARLES;Commune
CHARROUX;GABY;M;25/06/1942;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;COM;MARTIGUES;Commune
FERNANDEZ;PATRICIA;F;01/01/1972;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;COM;PORT DE BOUC;Commune
DERKAOUI;MERIEM;F;25/09/1955;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;21/01/2016;15/03/2020;FM;2014;COM;AUBERVILLIERS;Commune
BEAUDET;PASCAL;M;09/10/1956;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;21/01/2016;DM;2014;COM;AUBERVILLIERS;Commune
POUX;GILLES;M;07/06/1957;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;15/03/2020;FM;2014;COM;LA COURNEUVE;Commune
BESSAC;PATRICE;M;17/06/1978;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;15/03/2020;FM;2014;COM;MONTREUIL;Commune
PAILLARD;DIDIER;M;01/12/1954;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;03/12/2016;DM;2014;COM;SAINT DENIS;Commune
SUGUENOT;ALAIN;M;17/09/1951;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;DROITE;BEAUNE;Commune
RUET;GUILLAUME;M;22/06/1983;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;02/02/2019;10/03/2020;FM;2014;DROITE;CHEVIGNY SAINT SAUVEUR;Commune
CHAPUIS;PATRICK;M;17/08/1955;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;DROITE;FONTAINE LES DIJON;Commune
MENUT;GILBERT;M;03/12/1947;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;DROITE;TALANT;Commune
JOISSAINS MASINI;MARYSE;F;15/08/1942;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;DROITE;AIX EN PROVENCE;Commune
GAZAY;GERARD;M;23/11/1957;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;DROITE;AUBAGNE;Commune
MALLIE;RICHARD;M;25/10/1948;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;DROITE;BOUC BEL AIR;Commune
FABRE AUBRESPY;HERVE;M;20/07/1956;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;DROITE;CABRIES;Commune
BORE;PATRICK;M;09/11/1956;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;DROITE;LA CIOTAT;Commune
LE DISSES;ERIC;M;05/07/1955;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;DROITE;MARIGNANE;Commune
GAUDIN;JEAN CLAUDE;M;08/10/1939;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;15/03/2020;FM;2014;DROITE;MARSEILLE;Commune
LIMOUSIN;LUCIEN;M;19/10/1947;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;DROITE;TARASCON;Commune
BESCHIZZA;BRUNO;M;24/03/1968;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;15/03/2020;FM;2014;DROITE;AULNAY SOUS BOIS;Commune
LAGARDE;AUDE;F;15/05/1976;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;02/09/2017;15/03/2020;FM;2014;DROITE;DRANCY;Commune
JIMENEZ;CHRISTIAN;M;28/02/1950;CONSEILLER MUNICIPAL;23/03/2014;19/01/2015;DC;M;23/03/2014;19/01/2015;DC;2014;DVD;BELLEY;Commune
BERTHET;PIERRE;M;01/01/1949;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;30/01/2015;10/03/2020;FM;2014;DVD;BELLEY;Commune
SCATTOLIN;VINCENT;M;27/01/1979;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;15/02/2019;10/03/2020;FM;2014;DVD;DIVONNE LES BAINS;Commune
DUNAND;PASCAL;M;15/10/1968;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;DVD;GEX;Commune
GENESTIER;JEAN MICHEL;M;16/05/1962;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;15/03/2020;FM;2014;DVD;RAINCY;Commune
VIRICEL;SYLVIE;F;01/01/1958;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;DVG;MIRIBEL;Commune
TEIXIER;DOMINIQUE;M;07/04/1951;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;15/05/2016;10/03/2020;FM;2014;DVG;SAINT MARTIN DE CRAU;Commune
BLANCHET;STEPHANE;M;06/02/1970;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;15/05/2018;15/03/2020;FM;2014;DVG;SEVRAN;Commune
GATIGNON;STEPHANE;M;25/08/1969;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;15/05/2018;DM;2014;ECO;SEVRAN;Commune
AMIEL;MICHEL;M;03/07/1954;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;21/09/2017;CUMUL;2014;LREM;PENNES MIRABEAU;Commune
ROTGER;MICHEL;M;NA;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;01/02/2019;DM;2014;LR;CHEVIGNY SAINT SAUVEUR;Commune
LAGARDE;JEAN CHRISTOPHE;M;24/10/1967;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;26/03/2014;02/09/2017;CUMUL;2014;UDF;DRANCY;Commune
BERTRAND;HUBERT;M;05/12/1946;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;PRG;SAINT GENIS POUILLY;Commune
ANDREONI;SERGE;M;15/03/1940;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;NA;M;23/03/2014;14/09/2016;NA;2014;PS;BERRE L ETANG;Commune
DEBAT;JEAN FRANCOIS;M;24/01/1966;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;SOC;BOURG EN BRESSE;Commune
FALCONNET;THIERRY;M;27/11/1964;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;01/09/2015;10/03/2020;FM;2014;SOC;CHENOVE;Commune
ALMEIDA;JOSE;M;NA;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;SOC;LONGVIC;Commune
BACHELARD;MICHEL;M;17/09/1948;CONSEILLER MUNICIPAL;23/03/2014;22/01/2016;DM;M;23/03/2014;22/01/2016;DM;2014;SOC;QUETIGNY;Commune
DETANG;REMI;M;03/05/1956;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;01/02/2016;10/03/2020;FM;2014;SOC;QUETIGNY;Commune
GARCIA;DANIELE;F;12/03/1948;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;SOC;AURIOL;Commune
MARTINET;MARIO;M;20/09/1956;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;14/09/2016;10/03/2020;FM;2014;SOC;BERRE L ETANG;Commune
VULPIAN;CLAUDE;M;22/11/1936;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/05/2016;DM;2014;SOC;SAINT MARTIN DE CRAU;Commune
THOMASSIN;SYLVINE;F;13/12/1959;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;15/03/2020;FM;2014;SOC;BONDY;Commune
KERN;BERTRAND;M;04/02/1962;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;15/03/2020;FM;2014;SOC;PANTIN;Commune
VALLS;CORINNE;F;02/02/1957;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;15/03/2020;FM;2014;SOC;ROMAINVILLE;Commune
BLANC;ETIENNE;M;29/08/1954;CONSEILLER MUNICIPAL;23/03/2014;01/02/2019;AU;M;23/03/2014;01/02/2019;AU;2014;UDF;DIVONNE LES BAINS;Commune
CAPO CANELLAS;VINCENT;M;04/05/1967;CONSEILLER MUNICIPAL;23/03/2014;11/10/2017;DM;M;23/03/2014;11/10/2017;CUMUL;2014;UDI;LE BOURGET;Commune
FABRE;DANIEL;M;07/09/1961;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;UDI;AMBERIEU EN BUGEY;Commune
PERRAUD;MICHEL;M;15/04/1953;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;UDI;OYONNAX;Commune
RAPHOZ;DANIEL;M;06/12/1955;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;2014;UDI;FERNEY VOLTAIRE;Commune
ESMONIN;JEAN;M;27/02/1937;CONSEILLER MUNICIPAL;23/09/2014;20/08/2015;DM;M;23/09/2014;20/08/2015;DM;2014;SOC;CHENOVE;Commune
REBSAMEN;FRANCOIS;M;25/06/1951;CONSEILLER MUNICIPAL;10/08/2015;01/07/2020;FM;M;10/08/2015;01/07/2020;FM;2014;SOC;DIJON;Commune
MARSIGNY;BRIGITTE;F;11/07/1952;CONSEILLER MUNICIPAL;25/09/2015;15/03/2020;FM;M;25/09/2015;15/03/2020;FM;2014;DROITE;NOISY LE GRAND;Commune
FRANCLET;KARINE;F;13/12/1981;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;CENTRE;AUBERVILLIERS;Commune
BESSAC;PATRICE;M;17/06/1978;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;COM;MONTREUIL;Commune
SADI;ABDEL;M;11/02/1962;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;COM;BOBIGNY;Commune
POUX;GILLES;M;07/06/1957;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;COM;LA COURNEUVE;Commune
CHARROUX;GABY;M;25/06/1942;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;COM;MARTIGUES;Commune
SUGUENOT;ALAIN;M;17/09/1951;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DROITE;BEAUNE;Commune
GAZAY;GERARD;M;23/11/1957;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DROITE;AUBAGNE;Commune
LE DISSES;ERIC;M;05/07/1955;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DROITE;MARIGNANE;Commune
LIMOUSIN;LUCIEN;M;19/10/1947;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DROITE;TARASCON;Commune
RUET;GUILLAUME;M;22/06/1983;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DROITE;CHEVIGNY SAINT SAUVEUR;Commune
CHAPUIS;PATRICK;M;17/08/1955;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DROITE;FONTAINE LES DIJON;Commune
RUINET;FRANCOIS;M;14/06/1972;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DROITE;TALANT;Commune
HERVE;STEPHEN;M;NA;CONSEILLER MUNICIPAL;28/06/2020;NA;NA;M;28/06/2020;NA;NA;2020;DROITE;BONDY;Commune
