"Id","NomDeNaissance","Prenom","Sexe","DateDeNaissance","TypeMandat","DateDebutMandat","DateFinMandat","MotifFinMandat","TypeFonction","DateDebutFonction","DateFinFonction","MotifFinFonction","Mandature","NuancePolitique","NomTerritoire","TypeTerritoire"
"232","GAZAY","GERARD","M",1957-11-23,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"DROITE","AUBAGNE","Commune"
"142","MALLIE","RICHARD","M",1948-10-25,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"DROITE","BOUC BEL AIR","Commune"
"195","FABRE AUBRESPY","HERVE","M",1956-07-20,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"DROITE","CABRIES","Commune"
"196","BORE","PATRICK","M",1956-11-09,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"DROITE","LA CIOTAT","Commune"
"215","LE DISSES","ERIC","M",1955-07-05,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"DROITE","MARIGNANE","Commune"
"167","GAUDIN","JEAN CLAUDE","M",1939-10-08,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2014-03-23,2020-03-15,"FM",2014,"DROITE","MARSEILLE","Commune"
"233","LIMOUSIN","LUCIEN","M",1947-10-19,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"DROITE","TARASCON","Commune"
"234","BESCHIZZA","BRUNO","M",1968-03-24,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2014-03-23,2020-03-15,"FM",2014,"DROITE","AULNAY SOUS BOIS","Commune"
"235","LAGARDE","AUDE","F",1976-05-15,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2017-09-02,2020-03-15,"FM",2014,"DROITE","DRANCY","Commune"
"236","JIMENEZ","CHRISTIAN","M",1950-02-28,"CONSEILLER MUNICIPAL",2014-03-23,2015-01-19,"DC","M",2014-03-23,2015-01-19,"DC",2014,"DVD","BELLEY","Commune"
"237","BERTHET","PIERRE","M",1949-01-01,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2015-01-30,2020-03-10,"FM",2014,"DVD","BELLEY","Commune"
"238","SCATTOLIN","VINCENT","M",1979-01-27,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2019-02-15,2020-03-10,"FM",2014,"DVD","DIVONNE LES BAINS","Commune"
"239","DUNAND","PASCAL","M",1968-10-15,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"DVD","GEX","Commune"
"240","GENESTIER","JEAN MICHEL","M",1962-05-16,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2014-03-23,2020-03-15,"FM",2014,"DVD","RAINCY","Commune"
"241","VIRICEL","SYLVIE","F",1958-01-01,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"DVG","MIRIBEL","Commune"
"242","TEIXIER","DOMINIQUE","M",1951-04-07,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2016-05-15,2020-03-10,"FM",2014,"DVG","SAINT MARTIN DE CRAU","Commune"
"243","BLANCHET","STEPHANE","M",1970-02-06,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2018-05-15,2020-03-15,"FM",2014,"DVG","SEVRAN","Commune"
"192","GATIGNON","STEPHANE","M",1969-08-25,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2014-03-23,2018-05-15,"DM",2014,"ECO","SEVRAN","Commune"
"209","AMIEL","MICHEL","M",1954-07-03,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2017-09-21,"CUMUL",2014,"LREM","PENNES MIRABEAU","Commune"
"220","ROTGER","MICHEL","M",NA,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2019-02-01,"DM",2014,"LR","CHEVIGNY SAINT SAUVEUR","Commune"
"202","LAGARDE","JEAN CHRISTOPHE","M",1967-10-24,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2014-03-26,2017-09-02,"CUMUL",2014,"UDF","DRANCY","Commune"
"204","BERTRAND","HUBERT","M",1946-12-05,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"PRG","SAINT GENIS POUILLY","Commune"
"155","ANDREONI","SERGE","M",1940-03-15,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,NA,"M",2014-03-23,2016-09-14,NA,2014,"PS","BERRE L ETANG","Commune"
"222","DEBAT","JEAN FRANCOIS","M",1966-01-24,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"SOC","BOURG EN BRESSE","Commune"
"244","FALCONNET","THIERRY","M",1964-11-27,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2015-09-01,2020-03-10,"FM",2014,"SOC","CHENOVE","Commune"
"245","ALMEIDA","JOSE","M",NA,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"SOC","LONGVIC","Commune"
"207","BACHELARD","MICHEL","M",1948-09-17,"CONSEILLER MUNICIPAL",2014-03-23,2016-01-22,"DM","M",2014-03-23,2016-01-22,"DM",2014,"SOC","QUETIGNY","Commune"
"246","DETANG","REMI","M",1956-05-03,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2016-02-01,2020-03-10,"FM",2014,"SOC","QUETIGNY","Commune"
"208","GARCIA","DANIELE","F",1948-03-12,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"SOC","AURIOL","Commune"
"247","MARTINET","MARIO","M",1956-09-20,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2016-09-14,2020-03-10,"FM",2014,"SOC","BERRE L ETANG","Commune"
"119","VULPIAN","CLAUDE","M",1936-11-22,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2016-05-10,"DM",2014,"SOC","SAINT MARTIN DE CRAU","Commune"
"221","THOMASSIN","SYLVINE","F",1959-12-13,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2014-03-23,2020-03-15,"FM",2014,"SOC","BONDY","Commune"
"210","KERN","BERTRAND","M",1962-02-04,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2014-03-23,2020-03-15,"FM",2014,"SOC","PANTIN","Commune"
"163","VALLS","CORINNE","F",1957-02-02,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2014-03-23,2020-03-15,"FM",2014,"SOC","ROMAINVILLE","Commune"
"156","BLANC","ETIENNE","M",1954-08-29,"CONSEILLER MUNICIPAL",2014-03-23,2019-02-01,"AU","M",2014-03-23,2019-02-01,"AU",2014,"UDF","DIVONNE LES BAINS","Commune"
"211","CAPO CANELLAS","VINCENT","M",1967-05-04,"CONSEILLER MUNICIPAL",2014-03-23,2017-10-11,"DM","M",2014-03-23,2017-10-11,"CUMUL",2014,"UDI","LE BOURGET","Commune"
"248","FABRE","DANIEL","M",1961-09-07,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"UDI","AMBERIEU EN BUGEY","Commune"
"225","PERRAUD","MICHEL","M",1953-04-15,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"UDI","OYONNAX","Commune"
"249","RAPHOZ","DANIEL","M",1955-12-06,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"UDI","FERNEY VOLTAIRE","Commune"
"176","ESMONIN","JEAN","M",1937-02-27,"CONSEILLER MUNICIPAL",2014-09-23,2015-08-20,"DM","M",2014-09-23,2015-08-20,"DM",2014,"SOC","CHENOVE","Commune"
"205","REBSAMEN","FRANCOIS","M",1951-06-25,"CONSEILLER MUNICIPAL",2015-08-10,2020-07-01,"FM","M",2015-08-10,2020-07-01,"FM",2014,"SOC","DIJON","Commune"
"250","MARSIGNY","BRIGITTE","F",1952-07-11,"CONSEILLER MUNICIPAL",2015-09-25,2020-03-15,"FM","M",2015-09-25,2020-03-15,"FM",2014,"DROITE","NOISY LE GRAND","Commune"
"251","FRANCLET","KARINE","F",1981-12-13,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"CENTRE","AUBERVILLIERS","Commune"
"230","BESSAC","PATRICE","M",1978-06-17,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"COM","MONTREUIL","Commune"
"252","SADI","ABDEL","M",1962-02-11,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"COM","BOBIGNY","Commune"
"162","POUX","GILLES","M",1957-06-07,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"COM","LA COURNEUVE","Commune"
"214","CHARROUX","GABY","M",1942-06-25,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"COM","MARTIGUES","Commune"
"164","SUGUENOT","ALAIN","M",1951-09-17,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DROITE","BEAUNE","Commune"
"232","GAZAY","GERARD","M",1957-11-23,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DROITE","AUBAGNE","Commune"
"215","LE DISSES","ERIC","M",1955-07-05,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DROITE","MARIGNANE","Commune"
"233","LIMOUSIN","LUCIEN","M",1947-10-19,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DROITE","TARASCON","Commune"
"231","RUET","GUILLAUME","M",1983-06-22,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DROITE","CHEVIGNY SAINT SAUVEUR","Commune"
"193","CHAPUIS","PATRICK","M",1955-08-17,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DROITE","FONTAINE LES DIJON","Commune"
"253","RUINET","FRANCOIS","M",1972-06-14,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DROITE","TALANT","Commune"
"254","HERVE","STEPHEN","M",NA,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DROITE","BONDY","Commune"
"235","LAGARDE","AUDE","F",1976-05-15,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DROITE","DRANCY","Commune"
"250","MARSIGNY","BRIGITTE","F",1952-07-11,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DROITE","NOISY LE GRAND","Commune"
"234","BESCHIZZA","BRUNO","M",1968-03-24,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DROITE","AULNAY SOUS BOIS","Commune"
"200","JOISSAINS MASINI","MARYSE","F",1942-08-15,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DROITE","AIX EN PROVENCE","Commune"
"142","MALLIE","RICHARD","M",1948-10-25,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DROITE","BOUC BEL AIR","Commune"
"255","SALVO","ARLETTE","M",1946-03-13,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DROITE","LA CIOTAT","Commune"
"256","MIQUELLY","VERONIQUE","F",1971-02-15,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DVD","AURIOL","Commune"
"257","LAHUERTA","DIMITRI","M",1980-10-20,"CONSEILLER MUNICIPAL",2020-06-28,NA,"FM","M",2020-06-28,NA,"FM",2020,"DVD","BELLEY","Commune"
"238","SCATTOLIN","VINCENT","M",1979-01-27,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DVD","DIVONNE LES BAINS","Commune"
"239","DUNAND","PASCAL","M",1968-10-15,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DVD","GEX","Commune"
"258","GAITET","JEAN PIERRE","M",1954-01-21,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DVD","MIRIBEL","Commune"
"259","BORSALI","JEAN BAPTISTE","M",1988-04-04,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DVD","LE BOURGET","Commune"
"240","GENESTIER","JEAN MICHEL","M",1962-05-16,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DVD","RAINCY","Commune"
"260","LEXCELLENT","MARIE ROSE","F",1947-02-10,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DVG","SAINT MARTIN DE CRAU","Commune"
"243","BLANCHET","STEPHANE","M",1970-02-06,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DVG","SEVRAN","Commune"
"261","DECHY","FRANCOIS","M",1979-09-07,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"DVG","ROMAINVILLE","Commune"
"262","VENTRON","AMAPOLA","F",NA,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"ECO","CABRIES","Commune"
"263","DE CAROLIS","PATRICK","M",1953-11-19,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"HORIZONS","ARLES","Commune"
"209","AMIEL","MICHEL","M",1954-07-03,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"LREM","PENNES MIRABEAU","Commune"
"264","JOISSAINS","SOPHIE","F",1969-10-25,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"UDI","AIX EN PROVENCE","Commune"
"265","BELSOLA","LAURENT","M",1970-01-12,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"PCF","PORT DE BOUC","Commune"
"204","BERTRAND","HUBERT","M",1946-12-05,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"PRG","SAINT GENIS POUILLY","Commune"
"266","HANOTIN","MATHIEU","M",1978-08-22,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"PS","SAINT DENIS","Commune"
"247","MARTINET","MARIO","M",1956-09-20,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"SOC","BERRE L ETANG","Commune"
"222","DEBAT","JEAN FRANCOIS","M",1966-01-24,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"SOC","BOURG EN BRESSE","Commune"
"244","FALCONNET","THIERRY","M",1964-11-27,"CONSEILLER MUNICIPAL",2020-06-28,NA,"FM","M",2020-06-28,NA,NA,2020,"SOC","CHENOVE","Commune"
"245","ALMEIDA","JOSE","M",NA,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"SOC","LONGVIC","Commune"
"246","DETANG","REMI","M",1956-05-03,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"SOC","QUETIGNY","Commune"
"210","KERN","BERTRAND","M",1962-02-04,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"SOC","PANTIN","Commune"
"267","KLEIN","OLIVIER","M",1967-02-16,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"SOC","CLICHY SOUS BOIS","Commune"
"268","PAYPAN","BENOIT","M",1978-01-31,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"SOC","MARSEILLE","Commune"
"205","REBSAMEN","FRANCOIS","M",1951-06-25,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"SOC","DIJON","Commune"
"248","FABRE","DANIEL","M",1961-09-07,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"UDI","AMBERIEU EN BUGEY","Commune"
"225","PERRAUD","MICHEL","M",1953-04-15,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"UDI","OYONNAX","Commune"
"249","RAPHOZ","DANIEL","M",1955-12-06,"CONSEILLER MUNICIPAL",2020-06-28,NA,NA,"M",2020-06-28,NA,NA,2020,"UDI","FERNEY VOLTAIRE","Commune"
