NomDeNaissance;Prenom;Sexe;DateDeNaissance;TypeMandat;DateDebutMandat;DateFinMandat;MotifFinMandat;TypeFonction;DateDebutFonction;DateFinFonction;MotifFinFonction;NuancePolitique;IdTerritoire;NomTerritoire;TypeTerritoire;Sources
BUFFET;MARIE GEORGE;F;07/05/1949;DEPUTE;21/06/2017;10/06/2022;FM;NA;NA;NA;NA;COM;NA;4e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
CALMAT;ALAIN;M;31/08/1940;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;NA;NA;LIVRY GARGAN;Commune;WIKIPEDIA
CALMAT;ALAIN;M;31/08/1940;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;NA;NA;LIVRY GARGAN;Commune;WIKIPEDIA
CALMAT;ALAIN;M;31/08/1940;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;NA;NA;LIVRY GARGAN;Commune;WIKIPEDIA
CALMAT;ALAIN;M;31/08/1940;CONSEILLER REGIONAL;22/03/1992;10/03/1998;FM;NA;NA;NA;NA;NA;NA;CHER;Departement;WIKIPEDIA
CALMAT;ALAIN;M;31/08/1940;DEPUTE;16/03/1986;01/06/1988;FM;NA;NA;NA;NA;NA;NA;3e CIRCONSCRIPTION CHER;Circonscription législative;WIKIPEDIA
CALMAT;ALAIN;M;31/08/1940;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;NA;NA;3e CIRCONSCRIPTION CHER;Circonscription législative;WIKIPEDIA
CALMAT;ALAIN;M;31/08/1940;DEPUTE;25/05/1997;01/06/2002;FM;NA;NA;NA;NA;NA;NA;12e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
CALMEJANE;PATRICE;M;06/02/1960;CONSEILLER DEPARTEMENTAL;25/09/1988;15/03/1994;FM;NA;NA;NA;NA;UMP;NA;VILLEMONBLE;Canton;WIKIPEDIA
CALMEJANE;PATRICE;M;06/02/1960;CONSEILLER DEPARTEMENTAL;20/03/1994;10/03/2001;FM;NA;NA;NA;NA;UMP;NA;VILLEMONBLE;Canton;WIKIPEDIA
CALMEJANE;PATRICE;M;06/02/1960;CONSEILLER DEPARTEMENTAL;11/03/2001;05/03/2008;FM;NA;NA;NA;NA;UMP;NA;VILLEMONBLE;Canton;WIKIPEDIA
CALMEJANE;ROBERT;M;19/05/1929;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;NA;NA;VILLEMONBLE;Commune;WIKIPEDIA
CALMEJANE;ROBERT;M;19/05/1929;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;NA;NA;VILLEMONBLE;Commune;WIKIPEDIA
CALMEJANE;ROBERT;M;19/05/1929;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;NA;NA;VILLEMONBLE;Commune;WIKIPEDIA
CALMEJANE;ROBERT;M;19/05/1929;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;NA;NA;VILLEMONBLE;Commune;WIKIPEDIA
CALMEJANE;ROBERT;M;19/05/1929;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;NA;NA;VILLEMONBLE;Commune;WIKIPEDIA
CALMEJANE;PATRICE;M;06/02/1960;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;NA;NA;VILLEMONBLE;Commune;WIKIPEDIA
CALMEJANE;PATRICE;M;06/02/1960;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;NA;NA;VILLEMONBLE;Commune;WIKIPEDIA
CALMEJANE;PATRICE;M;06/02/1960;CONSEILLER MUNICIPAL;26/03/2014;12/09/2019;DM;NA;NA;NA;NA;NA;NA;VILLEMONBLE;Commune;WIKIPEDIA
CALMEJANE;ROBERT;M;19/05/1929;DEPUTE;09/12/1958;09/10/1962;FM;NA;NA;NA;NA;UDR;NA;43e CIRCONSCRIPTION SEINE;Circonscription législative;WIKIPEDIA
CALMEJANE;ROBERT;M;19/05/1929;DEPUTE;06/12/1962;02/04/1967;FM;NA;NA;NA;NA;UDR;NA;43e CIRCONSCRIPTION SEINE;Circonscription législative;WIKIPEDIA
CALMEJANE;ROBERT;M;19/05/1929;DEPUTE;11/07/1968;01/04/1973;FM;NA;NA;NA;NA;UDR;NA;5e CIRCONSCRIPTION SEINE SAINTE DENIS;Circonscription législative;WIKIPEDIA
CALMEJANE;PATRICE;M;06/02/1960;DEPUTE;10/06/2007;01/06/2012;FM;NA;NA;NA;NA;UMP;NA;8e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
CALMEJANE;ROBERT;M;19/05/1929;SENATEUR;28/09/1986;20/09/1995;FM;NA;NA;NA;NA;UDR;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
CALMEJANE;ROBERT;M;19/05/1929;SENATEUR;24/09/1995;20/09/2004;FM;NA;NA;NA;NA;UDR;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
CAPO CANELLAS;VINCENT;M;04/05/1967;CONSEILLER DEPARTEMENTAL;23/03/2003;05/03/2008;FM;NA;NA;NA;NA;NA;NA;LE BOURGET;Canton;WIKIPEDIA
CAPO CANELLAS;VINCENT;M;04/05/1967;CONSEILLER DEPARTEMENTAL;09/03/2008;01/10/2011;DM;NA;NA;NA;NA;NA;NA;LE BOURGET;Canton;WIKIPEDIA
CAPO CANELLAS;VINCENT;M;04/05/1967;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;NA;NA;LE BOURGET;Commune;WIKIPEDIA
CAPO CANELLAS;VINCENT;M;04/05/1967;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;NA;NA;LE BOURGET;Commune;WIKIPEDIA
CAPO CANELLAS;VINCENT;M;04/05/1967;CONSEILLER MUNICIPAL;23/03/2014;11/10/2017;DM;M;23/03/2014;11/10/2017;DM;NA;NA;LE BOURGET;Commune;WIKIPEDIA
CAPO CANELLAS;VINCENT;M;04/05/1967;SENATEUR;25/09/2011;20/09/2017;FM;NA;NA;NA;NA;UDI;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
CAPO CANELLAS;VINCENT;M;04/05/1967;SENATEUR;24/09/2017;NA;NA;NA;NA;NA;NA;UDI;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
CARTIGNY;ERNEST;M;18/07/1923;SENATEUR;28/09/1986;20/09/1995;FM;NA;NA;NA;NA;UDF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
CARTIGNY;ERNEST;M;18/07/1923;SENATEUR;11/12/2002;30/09/2004;AU;NA;NA;NA;NA;UDF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
CATHALA;CHARLES;M;06/11/1914;CONSEILLER DEPARTEMENTAL;23/09/1945;01/04/1958;FM;NA;NA;NA;NA;CENTRE;NA;SEINE ET OISE;Canton;WIKIPEDIA
CATHALA;CHARLES;M;06/11/1914;CONSEILLER DEPARTEMENTAL;20/04/1958;01/03/1964;FM;NA;NA;NA;NA;CENTRE;NA;SEINE ET OISE;Canton;WIKIPEDIA
CATHALA;CHARLES;M;06/11/1914;CONSEILLER DEPARTEMENTAL;08/03/1964;20/09/1970;FM;NA;NA;NA;NA;CENTRE;NA;NA;Canton;WIKIPEDIA
CATHALA;CHARLES;M;06/11/1914;CONSEILLER DEPARTEMENTAL;23/09/1970;01/03/1976;FM;NA;NA;NA;NA;CENTRE;NA;NA;Canton;WIKIPEDIA
CATHALA;CHARLES;M;06/11/1914;CONSEILLER MUNICIPAL;19/10/1947;20/04/1953;FM;M;19/10/1947;20/04/1953;FM;NA;NA;NEUILLY PLAISANCE;Commune;WIKIPEDIA
CATHALA;CHARLES;M;06/11/1914;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;M;26/04/1953;01/03/1959;FM;NA;NA;NEUILLY PLAISANCE;Commune;WIKIPEDIA
CATHALA;CHARLES;M;06/11/1914;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;M;08/03/1959;10/03/1965;FM;NA;NA;NEUILLY PLAISANCE;Commune;WIKIPEDIA
CATHALA;CHARLES;M;06/11/1914;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;NA;NA;NEUILLY PLAISANCE;Commune;WIKIPEDIA
CATHALA;CHARLES;M;06/11/1914;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;NA;NA;NEUILLY PLAISANCE;Commune;WIKIPEDIA
CATHALA;CHARLES;M;06/11/1914;SENATEUR;22/09/1968;20/09/1977;FM;NA;NA;NA;NA;CENTRE;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
CHARRIERE;SYLVIE;F;15/05/1961;DEPUTE;18/06/2017;10/06/2022;FM;NA;NA;NA;NA;LREM;NA;8e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
CHONAVAL;JACQUELINE;F;07/07/1924;CONSEILLER DEPARTEMENTAL;24/09/1967;20/09/1970;NA;NA;NA;NA;NA;NA;NA;SEINE SAINT DENIS;Canton;WIKIPEDIA
CHONAVAL;JACQUELINE;F;07/07/1924;CONSEILLER MUNICIPAL;19/10/1947;20/04/1953;FM;ADJOINT;19/10/1947;20/04/1953;FM;PCF;NA;BAGNOLET;Commune;WIKIPEDIA
CHONAVAL;JACQUELINE;F;07/07/1924;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;ADJOINT;26/04/1953;01/03/1959;FM;PCF;NA;BAGNOLET;Commune;WIKIPEDIA
CHONAVAL;JACQUELINE;F;07/07/1924;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;M;08/03/1959;10/03/1965;FM;PCF;NA;BAGNOLET;Commune;WIKIPEDIA
CHONAVAL;JACQUELINE;F;07/07/1924;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;PCF;NA;BAGNOLET;Commune;WIKIPEDIA
CHONAVAL;JACQUELINE;F;07/07/1924;DEPUTE;06/09/1968;01/03/1973;FM;NA;NA;NA;NA;NA;NA;6e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
CHONAVAL;JACQUELINE;F;07/07/1924;DEPUTE;04/03/1973;10/03/1978;FM;VP;01/01/1975;01/07/1975;NA;NA;NA;6e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
CHONAVAL;JACQUELINE;F;07/07/1924;DEPUTE;12/03/1978;10/06/1981;FM;NA;NA;NA;NA;NA;NA;6e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
COQUEREL;ERIC;M;30/12/1958;CONSEILLER REGIONAL;14/03/2010;01/12/2015;FM;NA;NA;NA;NA;Front de gauche;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
COQUEREL;ERIC;M;30/12/1958;CONSEILLER REGIONAL;06/12/2015;16/11/2017;DM;NA;NA;NA;NA;Front de gauche;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
COQUEREL;ERIC;M;30/12/1958;DEPUTE;18/06/2017;10/06/2022;FM;NA;NA;NA;NA;LFI;NA;1ere CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
COQUEREL;ERIC;M;30/12/1958;DEPUTE;19/06/2022;NA;NA;NA;NA;NA;NA;LFI;NA;1ere CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
CORBIERE;ALEXIS;M;17/09/1968;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;1er ADJOINT;11/03/2001;01/03/2008;FM;NA;NA;12e ARRONDISSEMENT PARIS;Commune;WIKIPEDIA
CORBIERE;ALEXIS;M;17/09/1968;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;1er ADJOINT;09/03/2008;20/03/2014;FM;NA;NA;12e ARRONDISSEMENT PARIS;Commune;WIKIPEDIA
CORBIERE;ALEXIS;M;17/09/1968;DEPUTE;18/06/2017;10/06/2022;FM;NA;NA;NA;NA;LFI;NA;7e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
CORBIERE;ALEXIS;M;17/09/1968;DEPUTE;19/06/2022;NA;NA;NA;NA;NA;NA;LFI;NA;7e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
COUTROT;MAURICE;M;03/12/1907;CONSEILLER DEPARTEMENTAL;23/09/1945;01/04/1958;FM;NA;NA;NA;NA;NA;NA;BONDY;Canton;WIKIPEDIA
COUTROT;MAURICE;M;03/12/1907;CONSEILLER DEPARTEMENTAL;20/04/1958;01/03/1964;FM;NA;NA;NA;NA;NA;NA;BONDY;Canton;WIKIPEDIA
COUTROT;MAURICE;M;03/12/1907;CONSEILLER DEPARTEMENTAL;08/03/1964;20/09/1970;FM;NA;NA;NA;NA;NA;NA;NA;Canton;WIKIPEDIA
COUTROT;MAURICE;M;03/12/1907;CONSEILLER DEPARTEMENTAL;23/09/1970;01/03/1976;FM;NA;NA;NA;NA;NA;NA;NA;Canton;WIKIPEDIA
COUTROT;MAURICE;M;03/12/1907;CONSEILLER MUNICIPAL;19/10/1947;20/04/1953;FM;M;19/10/1947;20/04/1953;FM;NA;NA;BONDY;Commune;WIKIPEDIA
COUTROT;MAURICE;M;03/12/1907;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;M;26/04/1953;01/03/1959;FM;NA;NA;BONDY;Commune;WIKIPEDIA
COUTROT;MAURICE;M;03/12/1907;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;M;08/03/1959;10/03/1965;FM;NA;NA;BONDY;Commune;WIKIPEDIA
COUTROT;MAURICE;M;03/12/1907;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;NA;NA;BONDY;Commune;WIKIPEDIA
COUTROT;MAURICE;M;03/12/1907;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;NA;NA;BONDY;Commune;WIKIPEDIA
COUTROT;MAURICE;M;03/12/1907;SENATEUR;26/04/1959;20/08/1968;FM;NA;NA;NA;NA;PS;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
COUTROT;MAURICE;M;03/12/1907;SENATEUR;22/09/1968;20/09/1977;FM;NA;NA;NA;NA;PS;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
DALLIER;PHILIPPE;M;08/12/1962;CONSEILLER DEPARTEMENTAL;15/03/1998;20/03/2004;FM;NA;NA;NA;NA;NA;NA;PAVILLONS SOUS BOIS;Canton;WIKIPEDIA
DALLIER;PHILIPPE;M;08/12/1962;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;NA;NA;NA;NA;NA;NA;BONDY;Commune;WIKIPEDIA
DALLIER;PHILIPPE;M;08/12/1962;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;NA;NA;NA;NA;NA;NA;BONDY;Commune;WIKIPEDIA
DALLIER;PHILIPPE;M;08/12/1962;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;NA;NA;PAVILLONS SOUS BOIS;Commune;WIKIPEDIA
DALLIER;PHILIPPE;M;08/12/1962;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;NA;NA;PAVILLONS SOUS BOIS;Commune;WIKIPEDIA
DALLIER;PHILIPPE;M;08/12/1962;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;NA;NA;PAVILLONS SOUS BOIS;Commune;WIKIPEDIA
DALLIER;PHILIPPE;M;08/12/1962;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;21/10/2017;CUMUL;NA;NA;PAVILLONS SOUS BOIS;Commune;WIKIPEDIA
DALLIER;PHILIPPE;M;08/12/1962;SENATEUR;26/09/2004;20/09/2011;FM;NA;NA;NA;NA;UMP;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
DALLIER;PHILIPPE;M;08/12/1962;SENATEUR;25/09/2011;20/09/2017;FM;NA;NA;NA;NA;UMP;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
DALLIER;PHILIPPE;M;08/12/1962;SENATEUR;24/09/2017;27/07/2021;CUMUL;NA;NA;NA;NA;UMP;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
DEBARGE;MARCEL;M;16/10/1929;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;PS;NA;PRE SAINT GERVAIS;Commune;WIKIPEDIA
DEBARGE;MARCEL;M;16/10/1929;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;PS;NA;PRE SAINT GERVAIS;Commune;WIKIPEDIA
DEBARGE;MARCEL;M;16/10/1929;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;PS;NA;PRE SAINT GERVAIS;Commune;WIKIPEDIA
DEBARGE;MARCEL;M;16/10/1929;SENATEUR;25/09/1977;20/09/1986;FM;NA;NA;NA;NA;PS;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
DEBARGE;MARCEL;M;16/10/1929;SENATEUR;28/09/1986;10/05/1991;AU;NA;NA;NA;NA;PS;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
DEBARGE;MARCEL;M;16/10/1929;SENATEUR;24/09/1995;20/09/2004;FM;NA;NA;NA;NA;PS;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
DELHY;JACQUES;M;19/05/1950;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;NA;NA;NA;NA;PS;NA;AULNAY SOUS BOIS;Commune;WIKIPEDIA
DELHY;JACQUES;M;19/05/1950;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;PS;NA;10e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
DELMONT KOROPOULIS;ANNIE;F;13/07/1947;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;NA;NA;NA;NA;NA;NA;AULNAY SOUS BOIS;Commune;WIKIPEDIA
DELMONT KOROPOULIS;ANNIE;F;13/07/1947;CONSEILLER MUNICIPAL;23/03/2014;01/10/2017;CUMUL;NA;NA;NA;NA;NA;NA;AULNAY SOUS BOIS;Commune;WIKIPEDIA
DELMONT KOROPOULIS;ANNIE;F;13/07/1947;SENATEUR;02/10/2017;NA;NA;NA;NA;NA;NA;LR;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
DEMUYNCK;CHRISTIAN;M;24/07/1947;CONSEILLER DEPARTEMENTAL;14/03/1982;20/09/1988;FM;NA;NA;NA;NA;UMP;NA;NEUILLY PLAISANCE;Canton;WIKIPEDIA
DEMUYNCK;CHRISTIAN;M;24/07/1947;CONSEILLER DEPARTEMENTAL;25/09/1988;15/03/1994;FM;NA;NA;NA;NA;UMP;NA;NEUILLY PLAISANCE;Canton;WIKIPEDIA
DEMUYNCK;CHRISTIAN;M;24/07/1947;CONSEILLER DEPARTEMENTAL;20/03/1994;10/03/2001;FM;NA;NA;NA;NA;UMP;NA;NEUILLY PLAISANCE;Canton;WIKIPEDIA
DEMUYNCK;CHRISTIAN;M;24/07/1947;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;UMP;NA;NEUILLY PLAISANCE;Commune;WIKIPEDIA
DEMUYNCK;CHRISTIAN;M;24/07/1947;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;UMP;NA;NEUILLY PLAISANCE;Commune;WIKIPEDIA
DEMUYNCK;CHRISTIAN;M;24/07/1947;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;UMP;NA;NEUILLY PLAISANCE;Commune;WIKIPEDIA
DEMUYNCK;CHRISTIAN;M;24/07/1947;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;UMP;NA;NEUILLY PLAISANCE;Commune;WIKIPEDIA
DEMUYNCK;CHRISTIAN;M;24/07/1947;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;UMP;NA;NEUILLY PLAISANCE;Commune;WIKIPEDIA
DEMUYNCK;CHRISTIAN;M;24/07/1947;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;15/03/2020;FM;UMP;NA;NEUILLY PLAISANCE;Commune;WIKIPEDIA
DEMUYNCK;CHRISTIAN;M;24/07/1947;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;M;20/03/2020;NA;NA;UMP;NA;NEUILLY PLAISANCE;Commune;WIKIPEDIA
DEMUYNCK;CHRISTIAN;M;24/07/1947;DEPUTE;16/03/1986;01/06/1988;FM;NA;NA;NA;NA;UMP;NA;13e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
DEMUYNCK;CHRISTIAN;M;24/07/1947;DEPUTE;21/03/1993;24/09/1995;AU;NA;NA;NA;NA;UMP;NA;13e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
DEMUYNCK;CHRISTIAN;M;24/07/1947;SENATEUR;25/09/1995;20/09/2004;FM;NA;NA;NA;NA;UMP;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
DEMUYNCK;CHRISTIAN;M;24/07/1947;SENATEUR;26/09/2004;20/09/2011;FM;NA;NA;NA;NA;UMP;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
FAJON;ETIENNE;M;11/09/1906;DEPUTE;01/06/1936;21/01/1940;OCCUPATION;NA;NA;NA;NA;PCF;NA;SEINE;Circonscription législative;WIKIPEDIA
FAJON;ETIENNE;M;11/09/1906;DEPUTE;10/11/1946;10/06/1951;FM;NA;NA;NA;NA;PCF;NA;5e CIRCONSCRIPTION SEINE;Circonscription législative;WIKIPEDIA
FAJON;ETIENNE;M;11/09/1906;DEPUTE;17/06/1951;01/01/1956;FM;NA;NA;NA;NA;PCF;NA;5e CIRCONSCRIPTION SEINE;Circonscription législative;WIKIPEDIA
FAJON;ETIENNE;M;11/09/1906;DEPUTE;02/01/1956;01/11/1958;FM;NA;NA;NA;NA;PCF;NA;5e CIRCONSCRIPTION SEINE;Circonscription législative;WIKIPEDIA
FAJON;ETIENNE;M;11/09/1906;DEPUTE;18/11/1962;01/03/1967;FM;NA;NA;NA;NA;PCF;NA;39e CIRCONSCRIPTION SEINE;Circonscription législative;WIKIPEDIA
FAJON;ETIENNE;M;11/09/1906;DEPUTE;05/03/1967;20/06/1968;FM;NA;NA;NA;NA;PCF;NA;1ere CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
FAJON;ETIENNE;M;11/09/1906;DEPUTE;23/06/1968;01/03/1973;FM;NA;NA;NA;NA;PCF;NA;1ere CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
FAJON;ETIENNE;M;11/09/1906;DEPUTE;04/03/1973;10/03/1978;FM;NA;NA;NA;NA;PCF;NA;1ere CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
FEURTET;DANIEL;M;16/09/1944;CONSEILLER DEPARTEMENTAL;20/03/1994;20/05/1997;AU;NA;NA;NA;NA;PCF;NA;BLANC MESNIL;Canton;WIKIPEDIA
FEURTET;DANIEL;M;16/09/1944;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;PCF;NA;BLANC MESNIL;Commune;WIKIPEDIA
FEURTET;DANIEL;M;16/09/1944;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;PCF;NA;BLANC MESNIL;Commune;WIKIPEDIA
FEURTET;DANIEL;M;16/09/1944;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;PCF;NA;BLANC MESNIL;Commune;WIKIPEDIA
FEURTET;DANIEL;M;16/09/1944;DEPUTE;25/05/1997;01/06/2002;FM;NA;NA;NA;NA;PCF;NA;4e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
FOST;PAULETTE;F;18/09/1937;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;01/01/1979;01/03/1983;FM;PCF;NA;SAINT OUEN;Commune;WIKIPEDIA
FOST;PAULETTE;F;18/09/1937;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;PCF;NA;SAINT OUEN;Commune;WIKIPEDIA
FOST;PAULETTE;F;18/09/1937;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;PCF;NA;SAINT OUEN;Commune;WIKIPEDIA
FOST;PAULETTE;F;18/09/1937;CONSEILLER MUNICIPAL;18/06/1995;01/04/1999;NA;M;18/06/1995;01/04/1999;NA;PCF;NA;SAINT OUEN;Commune;WIKIPEDIA
FOST;PAULETTE;F;18/09/1937;DEPUTE;12/03/1978;10/06/1981;FM;NA;NA;NA;NA;PCF;NA;NA;Circonscription législative;WIKIPEDIA
FOST;PAULETTE;F;18/09/1937;SENATEUR;28/09/1986;20/09/1995;FM;NA;NA;NA;NA;PCF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
FUZIER;CLAUDE;M;02/06/1924;CONSEILLER DEPARTEMENTAL;07/03/1976;10/03/1982;FM;NA;NA;NA;NA;PS;NA;BONDY NORD;Canton;WIKIPEDIA
FUZIER;CLAUDE;M;02/06/1924;CONSEILLER DEPARTEMENTAL;14/03/1982;20/09/1988;FM;NA;NA;NA;NA;PS;NA;BONDY NORD;Canton;WIKIPEDIA
FUZIER;CLAUDE;M;02/06/1924;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;NA;NA;NA;NA;PS;NA;BONDY;Commune;WIKIPEDIA
FUZIER;CLAUDE;M;02/06/1924;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;NA;NA;NA;NA;PS;NA;BONDY;Commune;WIKIPEDIA
FUZIER;CLAUDE;M;02/06/1924;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;PS;NA;BONDY;Commune;WIKIPEDIA
FUZIER;CLAUDE;M;02/06/1924;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;PS;NA;BONDY;Commune;WIKIPEDIA
FUZIER;CLAUDE;M;02/06/1924;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;PS;NA;BONDY;Commune;WIKIPEDIA
FUZIER;CLAUDE;M;02/06/1924;SENATEUR;25/09/1977;20/09/1986;FM;NA;NA;NA;NA;PS;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
