NomDeNaissance;Prenom;Sexe;DateDeNaissance;TypeMandat;DateDebutMandat;DateFinMandat;MotifFinMandat;TypeFonction;DateDebutFonction;DateFinFonction;MotifFinFonction;NuancePolitique;IdTerritoire;NomTerritoire;TypeTerritoire;Sources
ASENSI;FRANCOIS;M;01/06/1945;DEPUTE;10/06/2012;10/06/2017;FM;NA;NA;NA;NA;GDR;NA;11e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
ASSASSI;ELIANE;F;02/10/1958;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;NA;NA;NA;NA;NA;NA;DRANCY;Commune;WIKIPEDIA
ASSASSI;ELIANE;F;02/10/1958;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;NA;NA;NA;NA;NA;NA;DRANCY;Commune;WIKIPEDIA
ASSASSI;ELIANE;F;02/10/1958;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;ADJOINT;18/06/1995;10/03/2001;FM;NA;NA;DRANCY;Commune;WIKIPEDIA
ASSASSI;ELIANE;F;02/10/1958;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;NA;NA;NA;NA;NA;NA;DRANCY;Commune;WIKIPEDIA
ASSASSI;ELIANE;F;02/10/1958;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;NA;NA;NA;NA;NA;NA;DRANCY;Commune;WIKIPEDIA
ASSASSI;ELIANE;F;02/10/1958;SENATEUR;26/09/2004;20/09/2011;FM;NA;NA;NA;NA;PCF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
ASSASSI;ELIANE;F;02/10/1958;SENATEUR;25/09/2011;20/09/2017;FM;NA;NA;NA;NA;PCF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
ASSASSI;ELIANE;F;02/10/1958;SENATEUR;24/09/2017;NA;NA;NA;NA;NA;NA;PCF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
AUTAIN;CLEMENTINE;F;26/05/1973;CONSEILLER MUNICIPAL;25/03/2001;01/03/2008;FM;ADJOINT;25/03/2001;01/03/2008;FM;PCF;NA;PARIS;Commune;WIKIPEDIA
AUTAIN;CLEMENTINE;F;26/05/1973;CONSEILLER MUNICIPAL;30/03/2014;20/06/2020;FM;NA;NA;NA;NA;ENSEMBLE;NA;SEVRAN;Commune;WIKIPEDIA
AUTAIN;CLEMENTINE;F;26/05/1973;CONSEILLER REGIONAL;18/12/2015;20/07/2017;AU;NA;NA;NA;NA;Front de gauche;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
AUTAIN;CLEMENTINE;F;26/05/1973;CONSEILLER REGIONAL;27/06/2021;NA;NA;NA;NA;NA;NA;Front de gauche;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
AUTAIN;CLEMENTINE;F;26/05/1973;DEPUTE;19/06/2022;NA;NA;NA;NA;NA;NA;LFI;NA;11e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
AUTAIN;CLEMENTINE;F;26/05/1973;DEPUTE;21/06/2017;10/06/2022;FM;NA;NA;NA;NA;LFI;NA;11e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BACHELOT;FRANCOIS;M;19/04/1940;DEPUTE;16/03/1986;01/06/1988;FM;NA;NA;NA;NA;FN;NA;10e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BALLANGER;ROBERT;M;02/11/1912;CONSEILLER DEPARTEMENTAL;23/09/1945;01/10/1951;FM;NA;NA;NA;NA;PCF;NA;RAINCY;Canton;WIKIPEDIA
BALLANGER;ROBERT;M;02/11/1912;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;PCF;NA;AULNAY SOUS BOIS;Commune;WIKIPEDIA
BALLANGER;ROBERT;M;02/11/1912;DEPUTE;10/11/1946;10/06/1951;FM;NA;NA;NA;NA;PCF;NA;SEINE ET OISE;Circonscription législative;WIKIPEDIA
BALLANGER;ROBERT;M;02/11/1912;DEPUTE;17/06/1951;01/01/1956;FM;NA;NA;NA;NA;PCF;NA;SEINE ET OISE;Circonscription législative;WIKIPEDIA
BALLANGER;ROBERT;M;02/11/1912;DEPUTE;02/01/1956;01/11/1958;FM;NA;NA;NA;NA;PCF;NA;SEINE ET OISE;Circonscription législative;WIKIPEDIA
BALLANGER;ROBERT;M;02/11/1912;DEPUTE;23/11/1958;10/11/1962;FM;NA;NA;NA;NA;PCF;NA;9e CIRCONSCRIPTION SEINE ET OISE;Circonscription législative;WIKIPEDIA
BALLANGER;ROBERT;M;02/11/1912;DEPUTE;18/11/1962;01/03/1967;FM;NA;NA;NA;NA;PCF;NA;9e CIRCONSCRIPTION SEINE ET OISE;Circonscription législative;WIKIPEDIA
BALLANGER;ROBERT;M;02/11/1912;DEPUTE;05/03/1967;20/06/1968;FM;NA;NA;NA;NA;PCF;NA;8e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BALLANGER;ROBERT;M;02/11/1912;DEPUTE;23/06/1968;01/03/1973;FM;NA;NA;NA;NA;PCF;NA;8e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BALLANGER;ROBERT;M;02/11/1912;DEPUTE;04/03/1973;10/03/1978;FM;NA;NA;NA;NA;PCF;NA;8e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BALLANGER;ROBERT;M;02/11/1912;DEPUTE;12/03/1978;10/06/1981;FM;NA;NA;NA;NA;PCF;NA;8e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BERNARD;PIERRE;M;30/01/1934;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;Droite;NA;MONTFERMEIL;Commune;WIKIPEDIA
BERNARD;PIERRE;M;30/01/1934;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;Droite;NA;MONTFERMEIL;Commune;WIKIPEDIA
BERNARD;PIERRE;M;30/01/1934;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;Droite;NA;MONTFERMEIL;Commune;WIKIPEDIA
BERNARD;PIERRE;M;30/01/1934;CONSEILLER MUNICIPAL;11/03/2001;29/06/2002;NA;M;11/03/2001;29/06/2002;NA;Droite;NA;MONTFERMEIL;Commune;WIKIPEDIA
BERNARD;PIERRE;M;30/01/1934;DEPUTE;19/06/1995;21/04/1997;AU;NA;NA;NA;NA;NA;NA;12e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BERTHELOT;MARCELIN;M;09/10/1927;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;NA;NA;SAINT DENIS;Commune;WIKIPEDIA
BERTHELOT;MARCELIN;M;09/10/1927;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;NA;NA;SAINT DENIS;Commune;WIKIPEDIA
BERTHELOT;MARCELIN;M;09/10/1927;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;NA;NA;SAINT DENIS;Commune;WIKIPEDIA
BERTHELOT;MARCELIN;M;09/10/1927;CONSEILLER MUNICIPAL;19/03/1989;12/06/1991;DM;M;19/03/1989;12/06/1991;DM;NA;NA;SAINT DENIS;Commune;WIKIPEDIA
BERTHELOT;MARCELIN;M;09/10/1927;DEPUTE;23/06/1968;01/03/1973;FM;NA;NA;NA;NA;PCF;NA;2e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BERTHELOT;MARCELIN;M;09/10/1927;DEPUTE;04/03/1973;10/03/1978;FM;NA;NA;NA;NA;PCF;NA;2e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BERTHELOT;MARCELIN;M;09/10/1927;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;PCF;NA;2e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BETEILLE;RAOUL;M;01/01/1924;CONSEILLER MUNICIPAL;18/06/1995;20/05/1997;AU;NA;NA;NA;NA;RPR;NA;EPINAY SUR SEINE;Commune;WIKIPEDIA
BETEILLE;RAOUL;M;01/01/1924;DEPUTE;21/03/1993;20/05/1997;FM;NA;NA;NA;NA;RPR;NA;1ere CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BIDARD REYDET;DANIELLE;F;08/12/1939;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;ADJOINT;06/03/1983;10/03/1989;FM;NA;NA;PANTIN;Commune;WIKIPEDIA
BIDARD REYDET;DANIELLE;F;08/12/1939;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;ADJOINT;19/03/1989;10/06/1995;FM;NA;NA;PANTIN;Commune;WIKIPEDIA
BIDARD REYDET;DANIELLE;F;08/12/1939;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;ADJOINT;18/06/1995;10/03/2001;FM;NA;NA;PANTIN;Commune;WIKIPEDIA
BIDARD REYDET;DANIELLE;F;08/12/1939;SENATEUR;25/09/1977;20/09/1986;FM;NA;NA;NA;NA;PCF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
BIDARD REYDET;DANIELLE;F;08/12/1939;SENATEUR;28/09/1986;20/09/1995;FM;NA;NA;NA;NA;PCF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
BIDARD REYDET;DANIELLE;F;08/12/1939;SENATEUR;24/09/1995;20/09/2004;FM;NA;NA;NA;NA;PCF;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
BIRSINGER;BERNARD;M;01/09/1954;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;NA;NA;NA;NA;PCF;NA;BOBIGNY;Commune;WIKIPEDIA
BIRSINGER;BERNARD;M;01/09/1954;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;NA;NA;NA;NA;PCF;NA;BOBIGNY;Commune;WIKIPEDIA
BIRSINGER;BERNARD;M;01/09/1954;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;NA;NA;NA;NA;PCF;NA;BOBIGNY;Commune;WIKIPEDIA
BIRSINGER;BERNARD;M;01/09/1954;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;PCF;NA;BOBIGNY;Commune;WIKIPEDIA
BIRSINGER;BERNARD;M;01/09/1954;CONSEILLER MUNICIPAL;11/03/2001;25/08/2006;DC;M;11/03/2001;25/08/2006;DC;PCF;NA;BOBIGNY;Commune;WIKIPEDIA
BIRSINGER;BERNARD;M;01/09/1954;DEPUTE;25/05/1997;01/06/2002;FM;NA;NA;NA;NA;PCF;NA;5e CIRCONSCRIPTION SEINE SAINTE DENIS;Circonscription législative;WIKIPEDIA
BONNEMAISON;GILBERT;M;21/06/1930;CONSEILLER DEPARTEMENTAL;23/09/1973;01/03/1976;FM;NA;NA;NA;NA;NA;NA;EPINAY SUR SEINE;Canton;WIKIPEDIA
BONNEMAISON;GILBERT;M;21/06/1930;CONSEILLER DEPARTEMENTAL;07/03/1976;10/03/1982;FM;NA;NA;NA;NA;NA;NA;EPINAY SUR SEINE;Canton;WIKIPEDIA
BONNEMAISON;GILBERT;M;21/06/1930;CONSEILLER DEPARTEMENTAL;14/03/1982;20/09/1988;FM;NA;NA;NA;NA;NA;NA;EPINAY SUR SEINE;Canton;WIKIPEDIA
BONNEMAISON;GILBERT;M;21/06/1930;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;NA;NA;NA;NA;NA;NA;EPINAY SUR SEINE;Commune;WIKIPEDIA
BONNEMAISON;GILBERT;M;21/06/1930;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;01/01/1967;10/03/1971;FM;NA;NA;EPINAY SUR SEINE;Commune;WIKIPEDIA
BONNEMAISON;GILBERT;M;21/06/1930;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;NA;NA;EPINAY SUR SEINE;Commune;WIKIPEDIA
BONNEMAISON;GILBERT;M;21/06/1930;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;NA;NA;EPINAY SUR SEINE;Commune;WIKIPEDIA
BONNEMAISON;GILBERT;M;21/06/1930;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;NA;NA;EPINAY SUR SEINE;Commune;WIKIPEDIA
BONNEMAISON;GILBERT;M;21/06/1930;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;NA;NA;EPINAY SUR SEINE;Commune;WIKIPEDIA
BONNEMAISON;GILBERT;M;21/06/1930;CONSEILLER REGIONAL;01/03/1976;01/12/1983;NA;NA;NA;NA;NA;NA;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
BONNEMAISON;GILBERT;M;21/06/1930;DEPUTE;02/07/1981;10/03/1986;FM;NA;NA;NA;NA;PS;NA;1ere CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BONNEMAISON;GILBERT;M;21/06/1930;DEPUTE;16/03/1986;01/06/1988;FM;NA;NA;NA;NA;PS;NA;1ere CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BONNEMAISON;GILBERT;M;21/06/1930;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;PS;NA;1ere CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BRAOUEZEC;PATRICK;M;11/12/1950;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;NA;NA;NA;NA;PCF;NA;SAINT DENIS;Commune;WIKIPEDIA
BRAOUEZEC;PATRICK;M;11/12/1950;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;13/06/1991;10/06/1995;FM;PCF;NA;SAINT DENIS;Commune;WIKIPEDIA
BRAOUEZEC;PATRICK;M;11/12/1950;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;PCF;NA;SAINT DENIS;Commune;WIKIPEDIA
BRAOUEZEC;PATRICK;M;11/12/1950;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;10/12/2004;NA;PCF;NA;SAINT DENIS;Commune;WIKIPEDIA
BRAOUEZEC;PATRICK;M;11/12/1950;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;NA;NA;NA;NA;PCF;NA;SAINT DENIS;Commune;WIKIPEDIA
BRAOUEZEC;PATRICK;M;11/12/1950;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;NA;NA;NA;NA;PCF;NA;SAINT DENIS;Commune;WIKIPEDIA
BRAOUEZEC;PATRICK;M;11/12/1950;DEPUTE;21/03/1993;20/05/1997;FM;NA;NA;NA;NA;PCF;NA;2e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BRAOUEZEC;PATRICK;M;11/12/1950;DEPUTE;25/05/1997;01/06/2002;FM;NA;NA;NA;NA;PCF;NA;2e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BRAOUEZEC;PATRICK;M;11/12/1950;DEPUTE;09/06/2002;01/06/2007;FM;NA;NA;NA;NA;PCF;NA;2e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BRAOUEZEC;PATRICK;M;11/12/1950;DEPUTE;17/06/2007;10/06/2012;FM;NA;NA;NA;NA;PCF;NA;2e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BRARD;JEAN PIERRE;M;07/02/1948;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;NA;NA;NA;NA;PCF;NA;MONTREUIL;Commune;WIKIPEDIA
BRARD;JEAN PIERRE;M;07/02/1948;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;NA;NA;NA;NA;PCF;NA;MONTREUIL;Commune;WIKIPEDIA
BRARD;JEAN PIERRE;M;07/02/1948;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;31/03/1984;10/03/1989;FM;PCF;NA;MONTREUIL;Commune;WIKIPEDIA
BRARD;JEAN PIERRE;M;07/02/1948;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;PCF;NA;MONTREUIL;Commune;WIKIPEDIA
BRARD;JEAN PIERRE;M;07/02/1948;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;PCF;NA;MONTREUIL;Commune;WIKIPEDIA
BRARD;JEAN PIERRE;M;07/02/1948;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;PCF;NA;MONTREUIL;Commune;WIKIPEDIA
BRARD;JEAN PIERRE;M;07/02/1948;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;NA;NA;NA;NA;PCF;NA;MONTREUIL;Commune;WIKIPEDIA
BRARD;JEAN PIERRE;M;07/02/1948;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BRARD;JEAN PIERRE;M;07/02/1948;DEPUTE;21/03/1993;20/05/1997;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BRARD;JEAN PIERRE;M;07/02/1948;DEPUTE;25/05/1997;01/06/2002;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BRARD;JEAN PIERRE;M;07/02/1948;DEPUTE;09/06/2002;01/06/2007;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BRARD;JEAN PIERRE;M;07/02/1948;DEPUTE;17/06/2007;10/06/2012;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BUFFET;MARIE GEORGE;F;07/05/1949;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;ADJOINT;13/03/1977;01/03/1983;FM;NA;NA;CHATENAY MALABRY;Commune;WIKIPEDIA
BUFFET;MARIE GEORGE;F;07/05/1949;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;NA;NA;NA;NA;NA;NA;BLANC MESNIL;Commune;WIKIPEDIA
BUFFET;MARIE GEORGE;F;07/05/1949;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;NA;NA;NA;NA;NA;NA;BLANC MESNIL;Commune;WIKIPEDIA
BUFFET;MARIE GEORGE;F;07/05/1949;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;NA;NA;NA;NA;NA;NA;BLANC MESNIL;Commune;WIKIPEDIA
BUFFET;MARIE GEORGE;F;07/05/1949;CONSEILLER REGIONAL;16/03/1998;01/07/2002;FM;NA;NA;NA;NA;NA;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
BUFFET;MARIE GEORGE;F;07/05/1949;CONSEILLER REGIONAL;29/03/2004;22/04/2004;AU;NA;NA;NA;NA;NA;NA;SEINE SAINT DENIS;Departement;WIKIPEDIA
BUFFET;MARIE GEORGE;F;07/05/1949;DEPUTE;25/05/1997;04/07/1997;MIN;NA;NA;NA;NA;COM;NA;4e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BUFFET;MARIE GEORGE;F;07/05/1949;DEPUTE;09/06/2002;01/06/2007;FM;NA;NA;NA;NA;COM;NA;4e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BUFFET;MARIE GEORGE;F;07/05/1949;DEPUTE;17/06/2007;10/06/2012;FM;NA;NA;NA;NA;COM;NA;4e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
BUFFET;MARIE GEORGE;F;07/05/1949;DEPUTE;10/06/2012;10/06/2017;FM;NA;NA;NA;NA;COM;NA;4e CIRCONSCRIPTION SEINE SAINT DENIS;Circonscription législative;WIKIPEDIA
