NomDeNaissance;Prenom;Sexe;DateDeNaissance;TypeMandat;DateDebutMandat;DateFinMandat;MotifFinMandat;TypeFonction;DateDebutFonction;DateFinFonction;MotifFinFonction;NuancePolitique;IdTerritoire;NomTerritoire;TypeTerritoire;Sources
CAMOIN;JEAN PIERRE;M;09/05/1942;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;NA;NA;ARLES;Commune;WIKIPEDIA
CAMOIN;JEAN PIERRE;M;09/05/1942;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;NA;NA;ARLES;Commune;WIKIPEDIA
CAMOIN;JEAN PIERRE;M;09/05/1942;SENATEUR;24/09/1989;20/09/1998;FM;NA;NA;NA;NA;NA;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
CARCASSONNE;ROGER;M;15/06/1903;SENATEUR;26/04/1959;20/08/1968;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
CARCASSONNE;ROGER;M;15/06/1903;SENATEUR;22/09/1968;01/10/1971;NA;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
CARCASSONNE;ROGER;M;15/06/1903;SENATEUR;08/12/1946;01/11/1948;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
CARCASSONNE;ROGER;M;15/06/1903;SENATEUR;07/11/1948;10/05/1952;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
CARCASSONNE;ROGER;M;15/06/1903;SENATEUR;18/05/1952;10/06/1955;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
CARCASSONNE;ROGER;M;15/06/1903;SENATEUR;19/06/1955;20/04/1959;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
CARCASSONNE;ROGER;M;15/06/1903;CONSEILLER DEPARTEMENTAL;23/09/1945;01/04/1958;FM;NA;NA;NA;NA;SOC;NA;SALON DE PROVENCE;Canton;WIKIPEDIA
CARCASSONNE;ROGER;M;15/06/1903;CONSEILLER DEPARTEMENTAL;20/04/1958;01/03/1964;FM;NA;NA;NA;NA;SOC;NA;SALON DE PROVENCE;Canton;WIKIPEDIA
CARCASSONNE;ROGER;M;15/06/1903;CONSEILLER DEPARTEMENTAL;08/03/1964;20/09/1970;FM;NA;NA;NA;NA;SOC;NA;SALON DE PROVENCE;Canton;WIKIPEDIA
CARCASSONNE;ROGER;M;15/06/1903;CONSEILLER DEPARTEMENTAL;23/09/1970;01/03/1976;FM;NA;NA;NA;NA;SOC;NA;SALON DE PROVENCE;Canton;WIKIPEDIA
CARCASSONNE;ROGER;M;15/06/1903;CONSEILLER DEPARTEMENTAL;07/03/1976;10/03/1982;FM;NA;NA;NA;NA;SOC;NA;SALON DE PROVENCE;Canton;WIKIPEDIA
CARLOTTI;MARIE ARLETTE;F;21/01/1952;SENATEUR;01/10/2020;NA;NA;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
CARLOTTI;MARIE ARLETTE;F;21/01/1952;REPRESENTANT EUROPEEN;20/07/1996;10/06/1999;FM;NA;NA;NA;NA;SOC;NA;NA;NA;WIKIPEDIA
CARLOTTI;MARIE ARLETTE;F;21/01/1952;REPRESENTANT EUROPEEN;13/06/1999;10/06/2004;FM;NA;NA;NA;NA;SOC;NA;NA;NA;WIKIPEDIA
CARLOTTI;MARIE ARLETTE;F;21/01/1952;REPRESENTANT EUROPEEN;13/06/2004;01/06/2009;FM;NA;NA;NA;NA;SOC;NA;NA;NA;WIKIPEDIA
CARLOTTI;MARIE ARLETTE;F;21/01/1952;CONSEILLER DEPARTEMENTAL;15/03/1998;20/03/2004;FM;VP;01/01/2001;20/03/2004;FM;SOC;NA;MARSEILLE LES CINQ AVENUES;Canton;WIKIPEDIA
CARLOTTI;MARIE ARLETTE;F;21/01/1952;CONSEILLER DEPARTEMENTAL;25/03/2004;10/03/2011;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LES CINQ AVENUES;Canton;WIKIPEDIA
CARLOTTI;MARIE ARLETTE;F;21/01/1952;CONSEILLER DEPARTEMENTAL;20/03/2011;01/08/2014;CUMUL;NA;NA;NA;NA;SOC;NA;MARSEILLE LES CINQ AVENUES;Canton;WIKIPEDIA
CARLOTTI;MARIE ARLETTE;F;21/01/1952;CONSEILLER REGIONAL;21/03/2010;01/02/2013;DM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
CARLOTTI;MARIE ARLETTE;F;21/01/1952;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
CARLOTTI;MARIE ARLETTE;F;21/01/1952;DEPUTE;02/05/2014;10/06/2017;FM;NA;NA;NA;NA;SOC;NA;5e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
CERMOLACCE;PAUL;M;02/07/1912;DEPUTE;21/10/1945;01/06/1946;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
CERMOLACCE;PAUL;M;02/07/1912;DEPUTE;02/06/1946;25/11/1946;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
CERMOLACCE;PAUL;M;02/07/1912;DEPUTE;10/11/1946;10/06/1951;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
CERMOLACCE;PAUL;M;02/07/1912;DEPUTE;17/06/1951;01/01/1956;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
CERMOLACCE;PAUL;M;02/07/1912;DEPUTE;02/01/1956;20/11/1958;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
CERMOLACCE;PAUL;M;02/07/1912;DEPUTE;23/11/1958;10/11/1962;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
CERMOLACCE;PAUL;M;02/07/1912;DEPUTE;18/11/1962;01/03/1967;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
CERMOLACCE;PAUL;M;02/07/1912;DEPUTE;05/03/1967;20/06/1968;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
CERMOLACCE;PAUL;M;02/07/1912;DEPUTE;23/06/1968;01/03/1973;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
CERMOLACCE;PAUL;M;02/07/1912;DEPUTE;04/03/1973;10/03/1978;FM;NA;NA;NA;NA;PCF;NA;7e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
CERMOLACCE;PAUL;M;02/07/1912;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;NA;NA;NA;NA;PCF;NA;MARSEILLE;Commune;WIKIPEDIA
CERMOLACCE;PAUL;M;02/07/1912;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;NA;NA;NA;NA;PCF;NA;MARSEILLE;Commune;WIKIPEDIA
CHARROUX;GABY;M;25/06/1942;DEPUTE;17/06/2012;10/06/2017;FM;NA;NA;NA;NA;PCF;NA;13e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
CHARROUX;GABY;M;25/06/1942;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;29/05/2009;20/03/2014;FM;PCF;NA;MARTIGUES;Commune;WIKIPEDIA
CHARROUX;GABY;M;25/06/1942;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;PCF;NA;MARTIGUES;Commune;WIKIPEDIA
CHARROUX;GABY;M;25/06/1942;CONSEILLER MUNICIPAL;23/05/2020;NA;NA;M;23/05/2020;NA;NA;PCF;NA;MARTIGUES;Commune;WIKIPEDIA
CHASSAIN;ROLAND;M;05/02/1947;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;RPR;NA;SAINTES MARIES DE LA MER;Commune;WIKIPEDIA
CHASSAIN;ROLAND;M;05/02/1947;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;UMP;NA;SAINTES MARIES DE LA MER;Commune;WIKIPEDIA
CHASSAIN;ROLAND;M;05/02/1947;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;UMP;NA;SAINTES MARIES DE LA MER;Commune;WIKIPEDIA
CHASSAIN;ROLAND;M;05/02/1947;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;LR;NA;SAINTES MARIES DE LA MER;Commune;WIKIPEDIA
CHASSAIN;ROLAND;M;05/02/1947;CONSEILLER MUNICIPAL;23/05/2020;09/02/2021;DC;M;23/05/2020;09/02/2021;DC;LR;NA;SAINTES MARIES DE LA MER;Commune;WIKIPEDIA
CHASSAIN;ROLAND;M;05/02/1947;CONSEILLER DEPARTEMENTAL;20/03/1994;10/03/2001;FM;NA;NA;NA;NA;UMP;NA;SAINTES MARIES DE LA MER;Canton;WIKIPEDIA
CHASSAIN;ROLAND;M;05/02/1947;CONSEILLER DEPARTEMENTAL;11/03/2001;01/03/2008;FM;NA;NA;NA;NA;UMP;NA;SAINTES MARIES DE LA MER;Canton;WIKIPEDIA
CHASSAIN;ROLAND;M;05/02/1947;CONSEILLER DEPARTEMENTAL;09/03/2008;10/03/2015;FM;NA;NA;NA;NA;UMP;NA;SAINTES MARIES DE LA MER;Canton;WIKIPEDIA
CHASSAIN;ROLAND;M;05/02/1947;DEPUTE;19/07/2002;10/06/2007;FM;NA;NA;NA;NA;UMP;NA;16e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
CICCOLINI;FELIX;M;02/10/1916;SENATEUR;26/09/1971;20/09/1980;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
CICCOLINI;FELIX;M;02/10/1916;SENATEUR;28/09/1980;20/09/1989;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
CICCOLINI;FELIX;M;02/10/1916;CONSEILLER MUNICIPAL;27/01/1967;10/03/1971;FM;M;27/01/1967;10/03/1971;FM;SOC;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
CICCOLINI;FELIX;M;02/10/1916;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;SOC;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
CIOT;JEAN DAVID;M;01/05/1967;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;SOC;NA;PUY SAINTE REPARADE;Commune;WIKIPEDIA
CIOT;JEAN DAVID;M;01/05/1967;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;SOC;NA;PUY SAINTE REPARADE;Commune;WIKIPEDIA
CIOT;JEAN DAVID;M;01/05/1967;CONSEILLER MUNICIPAL;23/05/2020;NA;NA;M;23/05/2020;NA;NA;SOC;NA;PUY SAINTE REPARADE;Commune;WIKIPEDIA
CIOT;JEAN DAVID;M;01/05/1967;DEPUTE;17/06/2012;10/06/2017;FM;NA;NA;NA;NA;SOC;NA;14e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
COLONNA D ANFRIANI;CHARLES;M;13/09/1909;DEPUTE;23/11/1958;10/11/1962;FM;NA;NA;NA;NA;CNIP;NA;3e CIRCONSCRIPTION MARSEILLE;Circonscription législative;WIKIPEDIA
COLONNA D ANFRIANI;CHARLES;M;13/09/1909;CONSEILLER MUNICIPAL;29/04/1945;10/10/1947;FM;M;29/04/1945;10/10/197;FM;NA;NA;MONTEMAGGIONE;Commune;WIKIPEDIA
COLONNA D ANFRIANI;CHARLES;M;13/09/1909;CONSEILLER MUNICIPAL;19/10/1947;20/04/1953;FM;NA;NA;NA;NA;NA;NA;MARSEILLE;Commune;WIKIPEDIA
COLONNA D ANFRIANI;CHARLES;M;13/09/1909;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;ADJOINT;26/04/1953;01/03/1959;FM;NA;NA;MARSEILLE;Commune;WIKIPEDIA
COLONNA D ANFRIANI;CHARLES;M;13/09/1909;CONSEILLER DEPARTEMENTAL;20/03/1949;10/04/1955;FM;NA;NA;NA;NA;NA;NA;MARSEILLE LES CINQ AVENUES;Canton;WIKIPEDIA
COLONNA D ANFRIANI;CHARLES;M;13/09/1909;CONSEILLER DEPARTEMENTAL;17/04/1955;01/06/1961;FM;NA;NA;NA;NA;NA;NA;MARSEILLE LES CINQ AVENUES;Canton;WIKIPEDIA
COLONNA D ANFRIANI;CHARLES;M;13/09/1909;CONSEILLER DEPARTEMENTAL;04/06/1961;20/09/1967;FM;NA;NA;NA;NA;NA;NA;MARSEILLE LES CINQ AVENUES;Canton;WIKIPEDIA
COMITI;JOSEPH;M;04/06/1920;CONSEILLER REGIONAL;16/03/1986;20/03/1992;FM;NA;NA;NA;NA;NA;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
COMITI;JOSEPH;M;04/06/1920;CONSEILLER REGIONAL;22/03/1992;10/03/1998;FM;NA;NA;NA;NA;NA;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
COMITI;JOSEPH;M;04/06/1920;DEPUTE;12/03/1978;10/06/1981;FM;NA;NA;NA;NA;RPR;NA;1ere CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
D ATTILIO;HENRI;M;04/02/1927;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;SOC;NA;CHATEAUNEUF LES MARTIGUES;Commune;WIKIPEDIA
D ATTILIO;HENRI;M;04/02/1927;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;SOC;NA;CHATEAUNEUF LES MARTIGUES;Commune;WIKIPEDIA
D ATTILIO;HENRI;M;04/02/1927;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;SOC;NA;CHATEAUNEUF LES MARTIGUES;Commune;WIKIPEDIA
D ATTILIO;HENRI;M;04/02/1927;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;SOC;NA;CHATEAUNEUF LES MARTIGUES;Commune;WIKIPEDIA
D ATTILIO;HENRI;M;04/02/1927;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;SOC;NA;CHATEAUNEUF LES MARTIGUES;Commune;WIKIPEDIA
D ATTILIO;HENRI;M;04/02/1927;CONSEILLER MUNICIPAL;11/03/2001;01/01/2003;MALADIE;M;11/03/2001;01/01/2003;MALADIE;SOC;NA;CHATEAUNEUF LES MARTIGUES;Commune;WIKIPEDIA
D ATTILIO;HENRI;M;04/02/1927;SENATEUR;27/09/1998;23/12/2004;MALADIE;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
D ATTILIO;HENRI;M;04/02/1927;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;SOC;NA;12e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
D ATTILIO;HENRI;M;04/02/1927;DEPUTE;21/03/1993;20/05/1997;FM;NA;NA;NA;NA;SOC;NA;12e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
D ATTILIO;HENRI;M;04/02/1927;DEPUTE;25/05/1997;10/08/1998;AU;NA;NA;NA;NA;SOC;NA;12e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
D ATTILIO;HENRI;M;04/02/1927;CONSEILLER DEPARTEMENTAL;22/03/1992;10/03/1998;FM;NA;NA;NA;NA;SOC;NA;CHATEAUNEUF COTE BLEUE;Canton;WIKIPEDIA
D ATTILIO;HENRI;M;04/02/1927;CONSEILLER DEPARTEMENTAL;15/03/1998;20/03/2004;FM;NA;NA;NA;NA;SOC;NA;CHATEAUNEUF COTE BLEUE;Canton;WIKIPEDIA
DARRASON;OLIVIER;M;12/07/1954;DEPUTE;21/03/1993;20/05/1997;FM;NA;NA;NA;NA;UDF;NA;13e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DAVID;LEON;M;19/06/1901;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;PCF;NA;ROQUEVAIRE;Commune;WIKIPEDIA
DAVID;LEON;M;19/06/1901;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;PCF;NA;ROQUEVAIRE;Commune;WIKIPEDIA
DAVID;LEON;M;19/06/1901;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;PCF;NA;ROQUEVAIRE;Commune;WIKIPEDIA
DAVID;LEON;M;19/06/1901;SENATEUR;26/04/1959;20/08/1968;FM;NA;NA;NA;NA;PCF;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DAVID;LEON;M;19/06/1901;SENATEUR;22/09/1968;20/09/1977;FM;NA;NA;NA;NA;PCF;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DE PERETTI DE LA ROCCA;JEAN PIERRE;M;26/06/1930;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;UDF;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
DE PERETTI DE LA ROCCA;JEAN PIERRE;M;26/06/1930;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;UDF;NA;14e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DE PERETTI DE LA ROCCA;JEAN PIERRE;M;26/06/1930;DEPUTE;16/03/1986;01/06/1988;FM;NA;NA;NA;NA;UDF;NA;14e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;SENATEUR;26/04/1959;20/09/1962;DM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;M;26/04/1953;01/03/1959;FM;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;M;08/03/1959;10/03/1965;FM;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;CONSEILLER MUNICIPAL;06/03/1983;07/05/1986;DC;M;06/03/1983;07/05/1986;DC;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;DEPUTE;10/11/1946;10/06/1951;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;DEPUTE;17/06/1951;01/01/1956;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;DEPUTE;02/01/1956;01/11/1958;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;DEPUTE;18/11/1962;01/03/1967;FM;NA;NA;NA;NA;SOC;NA;3e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;DEPUTE;05/03/1967;20/06/1968;FM;NA;NA;NA;NA;SOC;NA;3e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;DEPUTE;23/06/1968;01/03/1973;FM;NA;NA;NA;NA;SOC;NA;3e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;DEPUTE;04/03/1973;10/03/1978;FM;NA;NA;NA;NA;SOC;NA;3e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DEFFERRE;GASTON;M;14/09/1910;DEPUTE;12/03/1978;10/06/1981;FM;NA;NA;NA;NA;SOC;NA;3e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DEFLESSELLES;BERNARD;M;16/10/1953;DEPUTE;29/03/1999;01/06/2002;FM;NA;NA;NA;NA;UMP;NA;9e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DEFLESSELLES;BERNARD;M;16/10/1953;DEPUTE;19/07/2002;10/06/2007;FM;NA;NA;NA;NA;UMP;NA;9e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DEFLESSELLES;BERNARD;M;16/10/1953;DEPUTE;10/06/2007;01/06/2012;FM;NA;NA;NA;NA;UMP;NA;9e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DEFLESSELLES;BERNARD;M;16/10/1953;DEPUTE;17/06/2012;10/06/2017;FM;NA;NA;NA;NA;LR;NA;9e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DEFLESSELLES;BERNARD;M;16/10/1953;DEPUTE;18/06/2017;20/06/2022;FM;NA;NA;NA;NA;LR;NA;9e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DEFLESSELLES;BERNARD;M;16/10/1953;CONSEILLER REGIONAL;22/03/1992;10/03/1998;FM;NA;NA;NA;NA;UMP;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DEFLESSELLES;BERNARD;M;16/10/1953;CONSEILLER REGIONAL;15/03/1998;20/03/2004;FM;NA;NA;NA;NA;UMP;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DEFLESSELLES;BERNARD;M;16/10/1953;CONSEILLER REGIONAL;21/03/2004;10/03/2010;FM;NA;NA;NA;NA;UMP;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DEFLESSELLES;BERNARD;M;16/10/1953;CONSEILLER REGIONAL;21/03/2010;10/12/2015;FM;NA;NA;NA;NA;LR;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DEFLESSELLES;BERNARD;M;16/10/1953;CONSEILLER REGIONAL;13/12/2015;20/06/2021;FM;NA;NA;NA;NA;LR;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DEFLESSELLES;BERNARD;M;16/10/1953;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;NA;NA;NA;NA;UMP;NA;AUBAGNE;Commune;WIKIPEDIA
DELAGNES;VINCENT;M;11/05/1902;SENATEUR;23/09/1962;20/09/1971;FM;NA;NA;NA;NA;NA;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DELPUECH;VINCENT;M;05/04/1888;SENATEUR;10/01/1939;21/10/1945;FM;NA;NA;NA;NA;NA;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DELPUECH;VINCENT;M;05/04/1888;SENATEUR;19/06/1955;20/04/1959;FM;NA;NA;NA;NA;RAD SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DELPUECH;VINCENT;M;05/04/1888;SENATEUR;26/04/1959;09/03/1966;DC;NA;NA;NA;NA;RAD SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DELPUECH;VINCENT;M;05/04/1888;CONSEILLER MUNICIPAL;01/01/1934;01/08/1944;AU;NA;NA;NA;NA;NA;NA;PEYNIER;Commune;WIKIPEDIA
DEVESA;BRIGITTE;F;03/03/1960;SENATEUR;06/07/2021;NA;NA;NA;NA;NA;NA;UDI;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DEVESA;BRIGITTE;F;03/03/1960;CONSEILLER DEPARTEMENTAL;02/04/2015;02/07/2021;FM;NA;NA;NA;NA;UDI;NA;AIX EN PROVENCE 1 ;Canton;WIKIPEDIA
DEVESA;BRIGITTE;F;03/03/1960;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;NA;NA;NA;NA;UDI;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
DEVESA;BRIGITTE;F;03/03/1960;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;NA;NA;NA;NA;UDI;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
DEVESA;BRIGITTE;F;03/03/1960;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;NA;NA;NA;NA;UDI;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
DEVESA;BRIGITTE;F;03/03/1960;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;NA;NA;NA;NA;UDI;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
DEVESA;BRIGITTE;F;03/03/1960;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;NA;NA;NA;NA;UDI;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
DHARREVILLE;PIERRE;M;15/06/1975;DEPUTE;21/06/2017;10/06/2022;FM;NA;NA;NA;NA;NUPES;NA;13e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DHARREVILLE;PIERRE;M;15/06/1975;DEPUTE;19/06/2022;NA;NA;NA;NA;NA;NA;NUPES;NA;13e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DHARREVILLE;PIERRE;M;15/06/1975;CONSEILLER MUNICIPAL;23/05/2020;NA;NA;NA;NA;NA;NA;NA;NA;MARTIGUES;Commune;WIKIPEDIA
DIARD;ERIC;M;21/07/1965;DEPUTE;19/07/2002;10/06/2007;FM;NA;NA;NA;NA;UMP;NA;12e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DIARD;ERIC;M;21/07/1965;DEPUTE;10/06/2007;01/06/2012;FM;NA;NA;NA;NA;UMP;NA;12e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
