NomDeNaissance;Prenom;Sexe;DateDeNaissance;TypeMandat;DateDebutMandat;DateFinMandat;MotifFinMandat;TypeFonction;DateDebutFonction;DateFinFonction;MotifFinFonction;NuancePolitique;IdTerritoire;NomTerritoire;TypeTerritoire;Sources
DIARD;ERIC;M;21/07/1965;DEPUTE;21/06/2017;10/06/2022;FM;NA;NA;NA;NA;LR;NA;12e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DIARD;ERIC;M;21/07/1965;CONSEILLER MUNICIPAL;19/03/2001;10/03/2008;FM;M;19/03/2001;10/03/2008;FM;REP;NA;SAUSSET LES PINS;Commune;WIKIPEDIA
DIARD;ERIC;M;21/07/1965;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;REP;NA;SAUSSET LES PINS;Commune;WIKIPEDIA
DIARD;ERIC;M;21/07/1965;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;29/08/2017;CUMUL;REP;NA;SAUSSET LES PINS;Commune;WIKIPEDIA
DOIZE;PIERRE;M;06/11/1907;DEPUTE;18/11/1962;01/03/1967;FM;NA;NA;NA;NA;PCF;NA;5e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DOIZE;PIERRE;M;06/11/1907;DEPUTE;05/03/1967;20/06/1968;FM;NA;NA;NA;NA;PCF;NA;5e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DOIZE;PIERRE;M;06/11/1907;CONSEILLER MUNICIPAL;29/04/1945;10/10/1947;FM;ADJOINT;29/04/1945;10/10/1947;FM;PCF;NA;MARSEILLE;Commune;WIKIPEDIA
DOIZE;PIERRE;M;06/11/1907;CONSEILLER MUNICIPAL;19/10/1947;20/04/1953;FM;NA;NA;NA;NA;PCF;NA;MARSEILLE;Commune;WIKIPEDIA
DOIZE;PIERRE;M;06/11/1907;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;NA;NA;NA;NA;PCF;NA;MARSEILLE;Commune;WIKIPEDIA
DOIZE;PIERRE;M;06/11/1907;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;NA;NA;NA;NA;PCF;NA;MARSEILLE;Commune;WIKIPEDIA
DOIZE;PIERRE;M;06/11/1907;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;NA;NA;NA;NA;PCF;NA;MARSEILLE;Commune;WIKIPEDIA
DOMENECH;GABRIEL;M;04/09/1920;CONSEILLER DEPARTEMENTAL;20/04/1958;01/03/1964;FM;NA;NA;NA;NA;REP;NA;PEYRUIS;Canton;WIKIPEDIA
DOMENECH;GABRIEL;M;04/09/1920;DEPUTE;23/11/1958;10/11/1962;FM;NA;NA;NA;NA;REP;NA;NA;Circonscription législative;WIKIPEDIA
DOMENECH;GABRIEL;M;04/09/1920;CONSEILLER REGIONAL;16/03/1986;20/03/1992;FM;VP;NA;NA;NA;FN;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DOMENECH;GABRIEL;M;04/09/1920;DEPUTE;16/03/1986;01/06/1988;FM;NA;NA;NA;NA;FN;NA;BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DUFOUR;JEAN;M;05/04/1949;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;NA;NA;NA;NA;PCF;NA;MARSEILLE;Commune;WIKIPEDIA
DUFOUR;JEAN;M;05/04/1949;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;NA;NA;NA;NA;PCF;NA;MARSEILLE;Commune;WIKIPEDIA
DUFOUR;JEAN;M;05/04/1949;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;NA;NA;NA;NA;PCF;NA;MARSEILLE;Commune;WIKIPEDIA
DUFOUR;JEAN;M;05/04/1949;CONSEILLER REGIONAL;16/03/1986;20/03/1992;FM;NA;NA;NA;NA;PCF;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DUFOUR;JEAN;M;05/04/1949;CONSEILLER REGIONAL;22/03/1992;10/03/1998;FM;NA;NA;NA;NA;PCF;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DUFOUR;JEAN;M;05/04/1949;CONSEILLER DEPARTEMENTAL;20/03/1994;10/03/2001;FM;NA;NA;NA;NA;PCF;NA;MARSEILLE LA BELLE DE MAI;Canton;WIKIPEDIA
DUFOUR;JEAN;M;05/04/1949;DEPUTE;29/07/2001;18/06/2002;FM;NA;NA;NA;NA;PCF;NA;4e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DUTOIT;FREDERIC;M;26/05/1956;CONSEILLER REGIONAL;15/03/1998;05/08/2002;AU;NA;NA;NA;NA;PCF;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
DUTOIT;FREDERIC;M;26/05/1956;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;Ma;11/03/2001;01/03/2008;FM;PCF;NA;MARSEILLE;Commune;WIKIPEDIA
DUTOIT;FREDERIC;M;26/05/1956;DEPUTE;19/07/2002;10/06/2007;FM;NA;NA;NA;NA;PCF;NA;4e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
DUTOIT;FREDERIC;M;26/05/1956;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;NA;NA;NA;NA;PCF;NA;MARSEILLE;Commune;WIKIPEDIA
ECOCHARD;JANINE;F;14/09/1938;CONSEILLER DEPARTEMENTAL;15/03/1998;20/03/2004;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LA CAPELETTE;Canton;WIKIPEDIA
ECOCHARD;JANINE;F;14/09/1938;CONSEILLER DEPARTEMENTAL;25/03/2004;10/03/2011;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LA CAPELETTE;Canton;WIKIPEDIA
ECOCHARD;JANINE;F;14/09/1938;CONSEILLER DEPARTEMENTAL;20/03/2011;20/03/2015;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LA CAPELETTE;Canton;WIKIPEDIA
ECOCHARD;JANINE;F;14/09/1938;CONSEILLER DEPARTEMENTAL;22/03/2015;10/06/2021;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LA CAPELETTE;Canton;WIKIPEDIA
ECOCHARD;JANINE;F;14/09/1938;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;SOC;NA;5e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
FRAISSINET;JEAN;M;22/06/1894;DEPUTE;23/11/1958;10/11/1962;FM;NA;NA;NA;NA;CNIP;NA;2e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
FRANCOU;JEAN;M;27/05/1920;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;M;01/10/1956;01/03/1959;FM;DEM;NA;SALON DE PROVENCE;Commune;WIKIPEDIA
FRANCOU;JEAN;M;27/05/1920;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;M;08/03/1959;10/03/1965;FM;DEM;NA;SALON DE PROVENCE;Commune;WIKIPEDIA
FRANCOU;JEAN;M;27/05/1920;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;DEM;NA;SALON DE PROVENCE;Commune;WIKIPEDIA
FRANCOU;JEAN;M;27/05/1920;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;DEM;NA;SALON DE PROVENCE;Commune;WIKIPEDIA
FRANCOU;JEAN;M;27/05/1920;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;DEM;NA;SALON DE PROVENCE;Commune;WIKIPEDIA
FRANCOU;JEAN;M;27/05/1920;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;DEM;NA;SALON DE PROVENCE;Commune;WIKIPEDIA
FRANCOU;JEAN;M;27/05/1920;SENATEUR;26/09/1971;20/09/1980;FM;NA;NA;NA;NA;DEM;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
FRANCOU;JEAN;M;27/05/1920;SENATEUR;28/09/1980;20/09/1989;FM;NA;NA;NA;NA;DEM;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;CONSEILLER MUNICIPAL;29/04/1945;10/10/1947;FM;NA;NA;NA;NA;NA;NA;AUBAGNE;Commune;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;CONSEILLER MUNICIPAL;19/10/1947;20/04/1953;FM;NA;NA;NA;NA;NA;NA;AUBAGNE;Commune;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;ADJOINT;26/04/1953;01/03/1959;FM;NA;NA;AUBAGNE;Commune;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;1er ADJOINT;08/03/1959;10/03/1965;FM;NA;NA;AUBAGNE;Commune;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;NA;NA;AUBAGNE;Commune;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;NA;NA;AUBAGNE;Commune;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;NA;NA;AUBAGNE;Commune;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;01/02/1987;DM;NA;NA;AUBAGNE;Commune;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;CONSEILLER DEPARTEMENTAL;23/09/1945;01/10/1951;FM;NA;NA;NA;NA;NA;NA;AUBAGNE;Canton;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;DEPUTE;18/11/1962;01/03/1967;FM;NA;NA;NA;NA;PCF;NA;6e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;DEPUTE;05/03/1967;20/06/1968;FM;NA;NA;NA;NA;PCF;NA;6e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;DEPUTE;23/06/1968;01/03/1973;FM;NA;NA;NA;NA;PCF;NA;6e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;DEPUTE;04/03/1973;10/03/1978;FM;NA;NA;NA;NA;PCF;NA;6e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;DEPUTE;12/03/1978;10/06/1981;FM;NA;NA;NA;NA;PCF;NA;6e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
GARCIN;EDMOND;M;24/04/1917;DEPUTE;02/07/1981;10/03/1986;FM;NA;NA;NA;NA;PCF;NA;6e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
GARDEIL;ROBERT;M;25/11/1921;DEPUTE;23/06/1968;01/03/1973;FM;NA;NA;NA;NA;NA;NA;5e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;Ma;06/03/1983;10/03/1989;FM;UDF;NA;VIe ARRONDISSEMENT MARSEILLE;Commune;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;NA;NA;NA;NA;UDF;NA;MARSEILLE;Commune;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;NA;NA;NA;NA;UDF;NA;MARSEILLE;Commune;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;UMP;NA;MARSEILLE;Commune;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;UMP;NA;MARSEILLE;Commune;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;UMP;NA;MARSEILLE;Commune;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;CONSEILLER MUNICIPAL;23/03/2014;15/03/2020;FM;M;23/03/2014;15/03/2020;FM;UMP;NA;MARSEILLE;Commune;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;DEPUTE;12/03/1978;10/06/1981;FM;NA;NA;NA;NA;UDF;NA;2e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;DEPUTE;02/07/1981;10/03/1986;FM;NA;NA;NA;NA;UDF;NA;2e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;DEPUTE;16/03/1986;01/06/1988;FM;NA;NA;NA;NA;UDF;NA;2e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;DEPUTE;05/06/1988;01/10/1989;AU;NA;NA;NA;NA;UDF;NA;2e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;CONSEILLER DEPARTEMENTAL;14/03/1982;20/09/1988;FM;NA;NA;NA;NA;UDF;NA;MARSEILLE SAINT GINIEZ;Canton;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;CONSEILLER REGIONAL;16/03/1986;20/03/1992;FM;P;16/03/1986;20/03/1992;FM;UDF;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;CONSEILLER REGIONAL;22/03/1992;10/03/1998;FM;P;22/03/1992;10/03/1998;FM;UDF;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;SENATEUR;02/10/1989;07/12/1995;AU;NA;NA;NA;NA;UDF;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;SENATEUR;01/10/1998;20/09/2004;FM;VP;01/10/1998;20/09/2004;FM;UMP;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;SENATEUR;26/09/2004;20/09/2011;FM;VP;26/09/2004;20/09/2011;FM;UMP;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GAUDIN;JEAN CLAUDE;M;08/10/1939;SENATEUR;25/09/2011;20/09/2017;FM;VP;01/10/2014;20/09/2017;FM;UMP;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GHALI;SAMIA;F;10/06/1968;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
GHALI;SAMIA;F;10/06/1968;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
GHALI;SAMIA;F;10/06/1968;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;Ma;09/03/2008;20/03/2014;FM;SOC;NA;8e SECTEUR MARSEILLE;Commune;WIKIPEDIA
GHALI;SAMIA;F;10/06/1968;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;Ma;23/03/2014;29/09/2017;CUMUL;SOC;NA;8e SECTEUR MARSEILLE;Commune;WIKIPEDIA
GHALI;SAMIA;F;10/06/1968;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;ADJOINT;20/03/2020;NA;NA;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
GHALI;SAMIA;F;10/06/1968;CONSEILLER REGIONAL;?;?;NA;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GHALI;SAMIA;F;10/06/1968;SENATEUR;21/09/2008;20/09/2014;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GHALI;SAMIA;F;10/06/1968;SENATEUR;28/09/2014;20/09/2020;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GILLES;BRUNO;M;26/12/1960;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;Ma;18/06/1995;10/03/2001;FM;RPR;NA;3e SECTEUR MARSEILLE;Commune;WIKIPEDIA
GILLES;BRUNO;M;26/12/1960;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;Ma;11/03/2001;01/03/2008;FM;UMP;NA;3e SECTEUR MARSEILLE;Commune;WIKIPEDIA
GILLES;BRUNO;M;26/12/1960;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;Ma;09/03/2008;20/03/2014;FM;UMP;NA;3e SECTEUR MARSEILLE;Commune;WIKIPEDIA
GILLES;BRUNO;M;26/12/1960;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;Ma;23/03/2014;29/09/2017;CUMUL;LR;NA;3e SECTEUR MARSEILLE;Commune;WIKIPEDIA
GILLES;BRUNO;M;26/12/1960;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;NA;NA;NA;NA;HORIZONS;NA;MARSEILLE;Commune;WIKIPEDIA
GILLES;BRUNO;M;26/12/1960;DEPUTE;19/07/2002;10/06/2007;FM;NA;NA;NA;NA;UMP;NA;5e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
GILLES;BRUNO;M;26/12/1960;SENATEUR;21/09/2008;20/09/2014;FM;NA;NA;NA;NA;LR;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GILLES;BRUNO;M;26/12/1960;SENATEUR;28/09/2014;20/09/2020;FM;NA;NA;NA;NA;LR;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GIRAUD;FRANCIS;M;04/07/1932;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;RPR;NA;ROQUEFORT LA BEDOULE;Commune;WIKIPEDIA
GIRAUD;FRANCIS;M;04/07/1932;CONSEILLER MUNICIPAL;19/03/1989;10/06/1995;FM;M;19/03/1989;10/06/1995;FM;RPR;NA;ROQUEFORT LA BEDOULE;Commune;WIKIPEDIA
GIRAUD;FRANCIS;M;04/07/1932;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;M;18/06/1995;10/03/2001;FM;RPR;NA;ROQUEFORT LA BEDOULE;Commune;WIKIPEDIA
GIRAUD;FRANCIS;M;04/07/1932;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;UMP;NA;ROQUEFORT LA BEDOULE;Commune;WIKIPEDIA
GIRAUD;FRANCIS;M;04/07/1932;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;UMP;NA;ROQUEFORT LA BEDOULE;Commune;WIKIPEDIA
GIRAUD;FRANCIS;M;04/07/1932;SENATEUR;27/09/1998;10/09/2008;FM;NA;NA;NA;NA;UMP;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;SENATEUR;27/09/1998;10/09/2008;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;SENATEUR;21/09/2008;20/09/2014;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;SENATEUR;28/09/2014;20/09/2020;FM;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;SENATEUR;27/09/2020;NA;NA;NA;NA;NA;NA;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE;Commune;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;Ma;06/03/1983;10/03/1989;FM;SOC;NA;2e SECTEUR MARSEILLE;Commune;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;Ma;18/06/1995;10/03/2001;FM;SOC;NA;2e SECTEUR MARSEILLE;Commune;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;NA;NA;NA;NA;NA;NA;MARSEILLE;Commune;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;CONSEILLER DEPARTEMENTAL;14/03/1982;20/09/1988;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LES GRANDS CARMES;Canton;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;CONSEILLER DEPARTEMENTAL;25/09/1988;15/03/1994;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE LES GRANDS CARMES;Canton;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;CONSEILLER DEPARTEMENTAL;20/03/1994;10/03/2001;FM;P;22/07/1998;10/03/2021;FM;SOC;NA;MARSEILLE LES GRANDS CARMES;Canton;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;CONSEILLER DEPARTEMENTAL;11/03/2001;01/03/2008;FM;P;11/03/2001;01/03/2008;FM;SOC;NA;MARSEILLE LES GRANDS CARMES;Canton;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;CONSEILLER DEPARTEMENTAL;09/03/2008;20/03/2015;FM;P;09/03/2008;20/03/2015;FM;SOC;NA;MARSEILLE LES GRANDS CARMES;Canton;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;CONSEILLER DEPARTEMENTAL;29/03/2015;01/07/2021;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE 2;Canton;WIKIPEDIA
GUERINI;JEAN NOEL;M;01/01/1951;CONSEILLER REGIONAL;22/03/1992;10/03/1998;FM;VP;22/03/1992;10/03/1998;FM;SOC;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
HERMIER;GUY;M;22/02/1940;DEPUTE;12/03/1978;10/06/1981;FM;NA;NA;NA;NA;PCF;NA;4e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
HERMIER;GUY;M;22/02/1940;DEPUTE;02/07/1981;10/03/1986;FM;NA;NA;NA;NA;PCF;NA;4e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
HERMIER;GUY;M;22/02/1940;DEPUTE;16/03/1986;01/06/1988;FM;NA;NA;NA;NA;PCF;NA;4e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
HERMIER;GUY;M;22/02/1940;DEPUTE;05/06/1988;20/03/1993;FM;NA;NA;NA;NA;PCF;NA;4e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
HERMIER;GUY;M;22/02/1940;DEPUTE;21/03/1993;20/05/1997;FM;NA;NA;NA;NA;PCF;NA;4e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
HERMIER;GUY;M;22/02/1940;CONSEILLER MUNICIPAL;18/06/1995;10/03/2001;FM;Ma;18/06/1995;10/03/2001;FM;PCF;NA;15e ARRONDISSEMENT MARSEILLE;Commune;WIKIPEDIA
HOSTACHE;RENE;M;27/07/1925;DEPUTE;23/11/1958;10/11/1962;FM;NA;NA;NA;NA;UNR;NA;9e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
JIBRAYEL;HENRI;M;18/09/1951;CONSEILLER DEPARTEMENTAL;11/03/2001;01/03/2008;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE VERDURON;Canton;WIKIPEDIA
JIBRAYEL;HENRI;M;18/09/1951;CONSEILLER DEPARTEMENTAL;09/03/2008;10/03/2015;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE VERDURON;Canton;WIKIPEDIA
JIBRAYEL;HENRI;M;18/09/1951;CONSEILLER DEPARTEMENTAL;22/03/2015;10/06/2021;FM;NA;NA;NA;NA;SOC;NA;MARSEILLE 3;Canton;WIKIPEDIA
JIBRAYEL;HENRI;M;18/09/1951;DEPUTE;10/06/2007;01/06/2012;FM;NA;NA;NA;NA;SOC;NA;4e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
JIBRAYEL;HENRI;M;18/09/1951;DEPUTE;17/06/2012;10/06/2017;FM;NA;NA;NA;NA;SOC;NA;7e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
JOISSAINS;SOPHIE;F;25/10/1969;SENATEUR;21/09/2008;20/09/2014;FM;NA;NA;NA;NA;UMP;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
JOISSAINS;SOPHIE;F;25/10/1969;SENATEUR;28/09/2014;02/08/2020;DM;NA;NA;NA;NA;UMP;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
JOISSAINS;SOPHIE;F;25/10/1969;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;ADJOINT;09/03/2008;20/03/2014;FM;UMP;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
JOISSAINS;SOPHIE;F;25/10/1969;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;ADJOINT;23/03/2014;22/09/2017;CUMUL;UMP;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
JOISSAINS;SOPHIE;F;25/10/1969;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;M;24/09/2021;NA;NA;NA;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
JOISSAINS;SOPHIE;F;25/10/1969;CONSEILLER REGIONAL;06/12/2015;10/06/2021;FM;VP;18/12/2015;07/07/2016;NA;NA;NA;BOUCHES DU RHONE;Departement;WIKIPEDIA
JOISSAINS MASINI;MARYSE;F;15/08/1942;DEPUTE;19/07/2002;10/06/2007;FM;NA;NA;NA;NA;UMP;NA;14e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
JOISSAINS MASINI;MARYSE;F;15/08/1942;DEPUTE;10/06/2007;01/06/2012;FM;NA;NA;NA;NA;UMP;NA;14e CIRCONSCRIPTION BOUCHES DU RHONE;Circonscription législative;WIKIPEDIA
JOISSAINS MASINI;MARYSE;F;15/08/1942;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;1er ADJOINT;06/03/1983;10/03/1989;FM;UDF;NA;AIX EN PROVENCE;Commune;WIKIPEDIA
