"Elu_IdIndividu","NomDeNaissance","NomMarital1","NomMarital2","Prenom","Prénom2","Prénom3","Dit","Sexe","DateNaissance","DateDeces","TypeMandat","DateDebutMandat","DateFinMandat","MotifFinMandat","CodeTerritoire","NomTerritoire"
"EUR_0001128","MAYER",NULL,NULL,"SYLVIE",NULL,NULL,NULL,"F","1946-10-13",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1986-04-30","1989-06-17","FM","0","UNIQUE"
"EUR_0001787","BAILLOT",NULL,NULL,"LOUIS",NULL,NULL,NULL,"M","1924-05-11","2007-05-08","REPRESENTANT AU PARLEMENT EUROPEEN","1986-04-30","1989-06-17","FM","0","UNIQUE"
"EUR_0001751","CASSABEL",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1938-08-31","1987-10-29","REPRESENTANT AU PARLEMENT EUROPEEN","1986-07-01","1987-10-28","DC","0","UNIQUE"
"EUR_0001692","FOURCANS",NULL,NULL,"ANDRE",NULL,NULL,NULL,"M","1946-03-07",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1986-08-19","1989-06-17","FM","0","UNIQUE"
"PLM_1530054","DELOROZOY",NULL,NULL,"ROBERT",NULL,NULL,NULL,"M","1922-05-24",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1986-09-06","1989-07-24","","0","UNIQUE"
"EUR_0001703","DELOROZOY",NULL,NULL,"ROBERT",NULL,NULL,NULL,"M","1922-05-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1986-09-06","1989-06-17","FM","0","UNIQUE"
"EUR_0001509","TOURRAIN",NULL,NULL,"RAYMOND",NULL,NULL,NULL,"M","1924-02-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1986-12-05","1989-06-17","FM","0","UNIQUE"
"EUR_0001035","BAUR",NULL,NULL,"CHARLES",NULL,NULL,NULL,"M","1929-12-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1986-12-12","1989-06-17","FM","0","UNIQUE"
"EUR_0001712","PARTRAT",NULL,NULL,"ROGER",NULL,NULL,NULL,"M","1935-04-02","1988-08-10","REPRESENTANT AU PARLEMENT EUROPEEN","1987-04-01","1988-08-10","DECES","0","UNIQUE"
"EUR_0001567","PALMIERI",NULL,NULL,"ROGER",NULL,NULL,NULL,"M","1902-05-21",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1987-06-25","1989-06-17","","0","UNIQUE"
"RNE_0001350","ALEXANDRE",NULL,NULL,"JEAN MARIE",NULL,NULL,NULL,"M","1946-11-25",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1987-08-26","1989-06-17","","0","UNIQUE"
"EUR_0001820","BENHAMOU",NULL,NULL,"GERARD",NULL,NULL,NULL,"M","1947-12-09",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1987-09-02","1989-06-17","","0","UNIQUE"
"EUR_0001563","PAPON",NULL,NULL,"CHRISTIANE",NULL,NULL,NULL,"F","1924-09-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1987-10-29","1989-06-17","FM","0","UNIQUE"
"RNE_1180606","CRUSOL",NULL,NULL,"JEAN",NULL,NULL,NULL,"M","1942-09-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1988-05-13","1989-06-17","FM","0","UNIQUE"
"PLM_1528184","CRUSOL",NULL,NULL,"JEAN",NULL,NULL,NULL,"M","1943-09-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1988-05-16","1989-07-24","","0","UNIQUE"
"EUR_0001740","DERMAUX",NULL,NULL,"STEPHANE",NULL,NULL,NULL,"M","1929-07-13","1998-10-30","REPRESENTANT AU PARLEMENT EUROPEEN","1988-06-21","1989-06-17","","0","UNIQUE"
"RNE_0646563","BURON",NULL,NULL,"MARTINE",NULL,NULL,NULL,"F","1944-01-12",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1988-06-24","1989-06-17","","0","UNIQUE"
"EUR_0001741","DE BREMOND D ARS",NULL,NULL,"GEORGES",NULL,NULL,NULL,"M","1944-04-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1988-08-11","1989-06-17","","0","UNIQUE"
"EUR_0001639","HUGOT",NULL,NULL,"JEAN PAUL",NULL,NULL,NULL,"M","1948-04-02",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1988-10-10","1989-06-17","FM","0","UNIQUE"
"EUR_0001818","BADENES",NULL,NULL,"MONIQUE",NULL,NULL,NULL,"F","1952-04-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-01-01","1989-06-17","FM","0","UNIQUE"
"EUR_0001477","BATAILLY",NULL,NULL,"ROBERT",NULL,NULL,NULL,"M","1934-03-02",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-01-06","1989-06-17","","0","UNIQUE"
"PLM_1530059","BADENES",NULL,NULL,"MONIQUE",NULL,NULL,NULL,"F","1925-04-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-01-06","1989-07-24","","0","UNIQUE"
"EUR_0001438","GRAND",NULL,NULL,"JACQUELINE",NULL,NULL,NULL,"F","1946-05-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-04-04","1989-06-17","FM","0","UNIQUE"
"PLM_1530060","GRAND",NULL,NULL,"JACQUELINE",NULL,NULL,NULL,"F","1956-05-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-04-12","1989-07-24","","0","UNIQUE"
"EUR_0001476","WENDELING",NULL,NULL,"CHARLES",NULL,NULL,NULL,"M","1926-09-19",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-05-23","1989-06-17","","0","UNIQUE"
"RNE_1090130","CHABERT",NULL,NULL,"HENRY",NULL,NULL,NULL,"M","1945-10-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0000974","DE LA MALENE",NULL,NULL,"CHRISTIAN",NULL,NULL,NULL,"M","1920-12-05","2007-09-26","REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0000978","SCHWARTZENBERG",NULL,NULL,"LEON",NULL,NULL,NULL,"M","1923-12-02",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0000979","TAURAN",NULL,NULL,"JACQUES",NULL,NULL,NULL,"M","1930-05-07",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001028","DOUSTE BLAZY",NULL,NULL,"PHILIPPE",NULL,NULL,NULL,"M","1953-01-01",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1993-03-30","NOMME AU GOUVERNEMENT","0","UNIQUE"
"EUR_0001034","AUTANT LARA",NULL,NULL,"CLAUDE",NULL,NULL,NULL,"M","1901-08-05","2000-02-05","REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1989-09-04","DEMISSION","0","UNIQUE"
"EUR_0001035","BAUR",NULL,NULL,"CHARLES",NULL,NULL,NULL,"M","1929-12-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1993-04-15","DEPUTE NATIONAL","0","UNIQUE"
"EUR_0001083","ANGER",NULL,NULL,"DIDIER",NULL,NULL,NULL,"M","1939-01-26",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1991-12-10","DEMISSION","0","UNIQUE"
"EUR_0001124","AULAS",NULL,NULL,"MARIE CHRISTINE",NULL,NULL,NULL,"F","1945-03-10",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1991-12-10","DEMISSION","0","UNIQUE"
"EUR_0001128","MAYER",NULL,NULL,"SYLVIE",NULL,NULL,NULL,"F","1946-10-13",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001156","MONNIER BESOMBES",NULL,NULL,"GERARD",NULL,NULL,NULL,"M","1953-07-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1991-12-04","DEMISSION","0","UNIQUE"
"EUR_0001158","SAINJON",NULL,NULL,"ANDRE",NULL,NULL,NULL,"M","1943-07-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001159","SIMEONI",NULL,NULL,"MAX",NULL,NULL,NULL,"M","1929-08-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001160","VERWAERDE",NULL,NULL,"YVES",NULL,NULL,NULL,"M","1947-05-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001171","ALLEGRE",NULL,NULL,"CLAUDE",NULL,NULL,NULL,"M","1937-03-31",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1989-11-25","DEMISSION","0","UNIQUE"
"EUR_0001180","BARZACH",NULL,NULL,"MICHELE",NULL,NULL,NULL,"F","1943-07-11",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1989-11-03","DEMISSION","0","UNIQUE"
"EUR_0001182","FERNEX",NULL,NULL,"SOLANGE",NULL,NULL,NULL,"F","1934-04-15",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1991-11-12","DEMISSION","0","UNIQUE"
"EUR_0001194","NORDMANN",NULL,NULL,"JEAN THOMAS",NULL,NULL,NULL,"M","1946-02-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0859128","JUPPE",NULL,NULL,"ALAIN",NULL,NULL,NULL,"M","1945-08-15",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1989-10-15","DEMISSION","0","UNIQUE"
"RNE_1499712","TAZDAIT",NULL,NULL,"DJIDA",NULL,NULL,NULL,"F","1957-04-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_1519893","BOURLANGES",NULL,NULL,"JEAN LOUIS",NULL,NULL,NULL,"M","1946-07-13",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001161","CEYRAC",NULL,NULL,"PIERRE",NULL,NULL,NULL,"M","1946-09-18",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001163","CHEYSSON",NULL,NULL,"CLAUDE",NULL,NULL,NULL,"M","1920-04-13","2012-10-15","REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001172","BRIANT",NULL,NULL,"YVON",NULL,NULL,NULL,"M","1954-05-05","1992-08-13","REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1992-08-13","DECES","0","UNIQUE"
"EUR_0001203","GALLO",NULL,NULL,"MAX",NULL,NULL,NULL,"M","1932-01-07",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001021","LATAILLADE",NULL,NULL,"PIERRE",NULL,NULL,NULL,"M","1933-04-27",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001126","JOANNY",NULL,NULL,"CLAIRE",NULL,NULL,NULL,"F","1951-09-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1991-12-10","DEMISSION","0","UNIQUE"
"EUR_0001169","LACAZE",NULL,NULL,"JEANNOU",NULL,NULL,NULL,"F","1924-02-11",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0002215","MARTIN",NULL,NULL,"SIMONE",NULL,NULL,NULL,"F","1953-11-22",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","FM","0","UNIQUE"
"EUR_0000992","MEBRAK ZAIDI",NULL,NULL,"NORA",NULL,NULL,NULL,"F","1965-07-06",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","FM","0","UNIQUE"
"EUR_0001157","PIQUET",NULL,NULL,"RENE",NULL,NULL,NULL,"M","1932-10-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-02-11","FM","0","UNIQUE"
"EUR_0000975","SABY",NULL,NULL,"HENRY",NULL,NULL,NULL,"M","1933-08-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","FM","0","UNIQUE"
"EUR_0000976","THAREAU",NULL,NULL,"BERNARD",NULL,NULL,NULL,"M","1936-09-02","1995-06-29","REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001017","UKEIWE",NULL,NULL,"DICK",NULL,NULL,NULL,"M","1928-12-13",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001133","AINARDI",NULL,NULL,"SYLVIANE",NULL,NULL,NULL,"F","1947-12-19",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001173","VAYSSADE",NULL,NULL,"MARIE CLAUDE",NULL,NULL,NULL,"F","1936-08-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","FM","0","UNIQUE"
"EUR_0001174","VEIL",NULL,NULL,"SIMONE",NULL,NULL,NULL,"F","1927-07-13","2017-06-30","REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1993-03-30","NOMME AU GOUVERNEMENT","0","UNIQUE"
"EUR_0001209","ANTONY",NULL,NULL,"BERNARD",NULL,NULL,NULL,"M","1944-11-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","FM","0","UNIQUE"
"EUR_0001027","COT",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1937-09-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","FM","0","UNIQUE"
"RNE_0169991","DOMENECH DIANA",NULL,NULL,"MIREILLE",NULL,NULL,NULL,"F","1949-01-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","FM","0","UNIQUE"
"RNE_0000041","GOLLNISCH",NULL,NULL,"BRUNO",NULL,NULL,NULL,"M","1950-01-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","FM","0","UNIQUE"
"EUR_0001022","LE CHEVALLIER",NULL,NULL,"JEAN MARIE",NULL,NULL,NULL,"M","1936-11-22",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001167","HERZOG",NULL,NULL,"PHILIPPE",NULL,NULL,NULL,"M","1940-03-06",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001193","HERSANT",NULL,NULL,"ROBERT",NULL,NULL,NULL,"M","1920-01-31","1996-04-21","REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001068","PERY",NULL,NULL,"NICOLE",NULL,NULL,NULL,"F","1943-05-15",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0447379","BORLOO",NULL,NULL,"JEAN LOUIS",NULL,NULL,NULL,"M","1951-04-07",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1992-09-04","DEMISSION","0","UNIQUE"
"RNE_0000734","MARLEIX",NULL,NULL,"ALAIN",NULL,NULL,NULL,"M","1946-01-02",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1993-06-17","DEPUTE NATIONAL","0","UNIQUE"
"RNE_0000849","GUILLAUME",NULL,NULL,"FRANCOIS",NULL,NULL,NULL,"M","1932-10-19",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0000948","REYMANN",NULL,NULL,"MARC",NULL,NULL,NULL,"M","1937-06-07","2010-11-09","REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0001009","COCHET",NULL,NULL,"YVES",NULL,NULL,NULL,"M","1946-02-15",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1991-12-10","DEMISSION","0","UNIQUE"
"RNE_0001023","FABIUS",NULL,NULL,"LAURENT",NULL,NULL,NULL,"M","1946-08-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1992-04-02","DEMISSION","0","UNIQUE"
"RNE_0001057","GREMETZ",NULL,NULL,"MAXIME",NULL,NULL,NULL,"M","1940-09-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-02-11","DEPUTE NATIONAL","0","UNIQUE"
"RNE_0001350","ALEXANDRE",NULL,NULL,"JEAN MARIE",NULL,NULL,NULL,"M","1946-11-25",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0003392","MEGRET",NULL,NULL,"BRUNO",NULL,NULL,NULL,"M","1949-04-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0000626","MADELIN",NULL,NULL,"ALAIN",NULL,NULL,NULL,"M","1946-03-26",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1989-11-03","DEMISSION","0","UNIQUE"
"RNE_0011291","VERNIER",NULL,NULL,"JACQUES",NULL,NULL,NULL,"M","1944-07-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1993-04-17","DEPUTE NATIONAL","0","UNIQUE"
"RNE_0014769","LEHIDEUX",NULL,NULL,"MARTINE",NULL,NULL,NULL,"F","1933-05-27",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0032410","ZELLER",NULL,NULL,"ADRIEN",NULL,NULL,NULL,"M","1940-04-02","2009-08-22","REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1992-04-05","DEMISSION","0","UNIQUE"
"RNE_0053206","WAECHTER",NULL,NULL,"ANTOINE",NULL,NULL,NULL,"M","1949-02-11",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1991-12-19","DEMISSION","0","UNIQUE"
"RNE_0069740","DENYS",NULL,NULL,"MARIE JOSE",NULL,NULL,NULL,"F","1950-03-15",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0094535","BERNARD REYMOND",NULL,NULL,"PIERRE",NULL,NULL,NULL,"M","1944-01-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0150149","MALHURET",NULL,NULL,"CLAUDE",NULL,NULL,NULL,"M","1950-03-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1993-04-16","DEPUTE NATIONAL","0","UNIQUE"
"RNE_0845021","RAFFARIN",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1948-08-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0838005","FONTAINE",NULL,NULL,"NICOLE",NULL,NULL,NULL,"F","1942-01-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0837980","LE PEN",NULL,NULL,"JEAN MARIE",NULL,NULL,NULL,"M","1928-06-20",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0833186","ALLIOT MARIE",NULL,NULL,"MICHELE",NULL,NULL,NULL,"F","1946-09-10",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1993-03-30","NOMME AU GOUVERNEMENT","0","UNIQUE"
"RNE_0646563","BURON",NULL,NULL,"MARTINE",NULL,NULL,NULL,"F","1944-01-12",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0584032","TRAUTMANN",NULL,NULL,"CATHERINE",NULL,NULL,NULL,"F","1951-01-15",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0578649","FUCHS",NULL,NULL,"GERARD",NULL,NULL,NULL,"M","1940-05-18",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0000016","CAUDRON",NULL,NULL,"GERARD",NULL,NULL,NULL,"M","1945-02-27",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001211","BLOT",NULL,NULL,"YVAN",NULL,NULL,NULL,"M","1948-06-29",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001210","BENOIT",NULL,NULL,"JEAN PAUL",NULL,NULL,NULL,"M","1936-09-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001208","ROSMINI",NULL,NULL,"FREDERIC",NULL,NULL,NULL,"M","1940-05-18",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0169458","GALLAND",NULL,NULL,"YVES",NULL,NULL,NULL,"M","1953-04-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","FM","0","UNIQUE"
"EUR_0001206","POMPIDOU",NULL,NULL,"ALAIN",NULL,NULL,NULL,"M","1942-04-05",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001030","GISCARD D ESTAING",NULL,NULL,"VALERY",NULL,NULL,NULL,"M","1926-02-02",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1993-06-09","DEPUTE NATIONAL","0","UNIQUE"
"EUR_0001205","PASTY",NULL,NULL,"JEAN CLAUDE",NULL,NULL,NULL,"M","1937-06-15","2013-02-21","REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0000088","WURTZ",NULL,NULL,"FRANCIS",NULL,NULL,NULL,"M","1948-01-03",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"RNE_0000054","LAMASSOURE",NULL,NULL,"ALAIN",NULL,NULL,NULL,"M","1944-02-10",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1993-03-30","NOMME AU GOUVERNEMENT","0","UNIQUE"
"EUR_0001213","HORY",NULL,NULL,"JEAN FRANCOIS",NULL,NULL,NULL,"M","1949-05-15",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"EUR_0001212","BOMBARD",NULL,NULL,"ALAIN",NULL,NULL,NULL,"M","1924-10-27",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-06-18","1994-06-11","","0","UNIQUE"
"PLM_1528177","GOLLNISCH",NULL,NULL,"BRUNO",NULL,NULL,NULL,"M","1950-01-25",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-07-25","1994-07-18","","0","UNIQUE"
"PLM_1528790","COT",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1937-10-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-07-25","1994-07-18","","0","UNIQUE"
"RNE_0774810","MARTIN",NULL,NULL,"SIMONE",NULL,NULL,NULL,"F","1943-04-14",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-07-25","1994-07-18","","0","UNIQUE"
"PLM_1530063","MEBRAK ZAIDI",NULL,NULL,"NORA",NULL,NULL,NULL,"F","1955-07-06",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-07-25","1994-07-18","","0","UNIQUE"
"EUR_0001157","PIQUET",NULL,NULL,"RENE",NULL,NULL,NULL,"M","1932-10-23",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-07-25","1994-07-18","","0","UNIQUE"
"PLM_1530062","ELMALAN",NULL,NULL,"MIREILLE",NULL,NULL,NULL,"F","1949-01-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-07-25","1994-07-18","","0","UNIQUE"
"RNE_0336792","GALLAND",NULL,NULL,"YVES",NULL,NULL,NULL,"M","1941-03-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-07-25","1994-07-18","","0","UNIQUE"
"PLM_1530058","ANTONY",NULL,NULL,"BERNARD",NULL,NULL,NULL,"M","1914-11-28",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-07-25","1994-07-18","","0","UNIQUE"
"PLM_1530057","VAYSSADE",NULL,NULL,"MARIE CLAUDE",NULL,NULL,NULL,"F","1936-08-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-07-25","1994-07-18","","0","UNIQUE"
"PLM_1530056","SABY",NULL,NULL,"HENRI",NULL,NULL,NULL,"M","1933-08-08",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-07-25","1994-07-18","","0","UNIQUE"
"RNE_0000061","MARTINEZ",NULL,NULL,"JEAN CLAUDE",NULL,NULL,NULL,"M","1945-07-30",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-09-05","1994-06-11","FM","0","UNIQUE"
"EUR_0000960","MUSSO",NULL,NULL,"FRANCOIS",NULL,NULL,NULL,"M","1935-10-01",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-10-16","1994-06-11","FM","0","UNIQUE"
"EUR_0000962","LAUGA",NULL,NULL,"LOUIS",NULL,NULL,NULL,"M","1940-02-16",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-11-04","1994-06-11","FM","0","UNIQUE"
"RNE_0000146","DE MONTESQUIOU",NULL,NULL,"AYMERI",NULL,NULL,NULL,"M","1942-07-07",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-11-04","1993-04-16","DV","0","UNIQUE"
"PLM_1528711","HERVE",NULL,NULL,"MICHEL",NULL,NULL,NULL,"M","1949-09-29",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-11-26","1994-07-18","","0","UNIQUE"
"EUR_0000954","HERVE",NULL,NULL,"MICHEL",NULL,NULL,NULL,"M","1945-09-29",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1989-11-26","1994-06-11","FM","0","UNIQUE"
"RNE_0837955","VOYNET",NULL,NULL,"DOMINIQUE",NULL,NULL,NULL,"F","1958-11-04",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1991-11-13","1991-12-11","DV","0","UNIQUE"
"EUR_0001837","RAFFIN",NULL,NULL,"JEAN PIERRE",NULL,NULL,NULL,"M","1937-04-01",NULL,"REPRESENTANT AU PARLEMENT EUROPEEN","1991-12-05","1994-06-11","","0","UNIQUE"
