"Id","NomDeNaissance","Prenom","Sexe","DateDeNaissance","TypeMandat","DateDebutMandat","DateFinMandat","MotifFinMandat","TypeFonction","DateDebutFonction","DateFinFonction","MotifFinFonction","NuancePolitique","IdTerritoire","NomTerritoire","TypeTerritoire","Sources"
"cdo_003","BAILLY","HENRI","M",1891-05-14,"CONSEILLER MUNICIPAL",1959-03-08,1965-03-10,"FM","M",1959-03-08,1965-03-10,"FM","CNI","65024","CHENOVE","Commune","ARCHIVES"
"cdo_003","BAILLY","HENRI","M",1891-05-14,"CONSEILLER MUNICIPAL",1965-03-14,1971-03-10,"FM","M",1965-03-14,1971-03-10,"FM","CNI","65024","CHENOVE","Commune","ARCHIVES"
"cdo_004","BARBIER","BERNARD","M",1924-06-30,"CONSEILLER MUNICIPAL",1969-01-01,1971-03-10,"FM","M",1969-01-01,1971-03-10,"FM",NA,"39236","NUITS SAINT GEORGES","Commune","BOTTIN CdO"
"cdo_004","BARBIER","BERNARD","M",1924-06-30,"CONSEILLER DEPARTEMENTAL",1969-05-01,1973-03-20,"FM","VP",1969-05-01,1973-03-20,"FM",NA,"21_35-20","NUITS SAINT GEORGES","Canton","BOTTIN CdO"
"cdo_004","BARBIER","BERNARD","M",1924-06-30,"CONSEILLER MUNICIPAL",1971-03-14,1977-03-10,"FM","M",1971-03-14,1977-03-10,"FM",NA,"39236","NUITS SAINT GEORGES","Commune","BOTTIN CdO"
"cdo_004","BARBIER","BERNARD","M",1924-06-30,"CONSEILLER DEPARTEMENTAL",1973-09-23,1979-03-15,"FM","VP",1973-09-23,1979-03-15,"FM",NA,"21_35-20","NUITS SAINT GEORGES","Canton","BOTTIN CdO"
"cdo_004","BARBIER","BERNARD","M",1924-06-30,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-05,"FM","M",1977-03-13,1983-03-05,"FM",NA,"39236","NUITS SAINT GEORGES","Commune","BOTTIN CdO"
"cdo_004","BARBIER","BERNARD","M",1924-06-30,"CONSEILLER DEPARTEMENTAL",1979-03-18,1985-03-09,"FM","VP",1979-03-18,1985-03-09,"FM",NA,"21_35-20","NUITS SAINT GEORGES","Canton","BOTTIN CdO"
"cdo_004","BARBIER","BERNARD","M",1924-06-30,"SENATEUR",1979-07-06,1980-09-10,"FM",NA,NA,NA,NA,"CENTRE",NA,"COTE D OR","Departement","WIKIPEDIA"
"cdo_004","BARBIER","BERNARD","M",1924-06-30,"SENATEUR",1980-09-28,1989-09-20,"FM",NA,NA,NA,NA,"CENTRE",NA,"COTE D OR","Departement","WIKIPEDIA"
"cdo_004","BARBIER","BERNARD","M",1924-06-30,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",NA,"39236","NUITS SAINT GEORGES","Commune","BOTTIN CdO"
"cdo_004","BARBIER","BERNARD","M",1924-06-30,"CONSEILLER DEPARTEMENTAL",1985-03-10,1992-03-20,"FM","VP",1985-03-10,1992-03-20,"FM",NA,"21_35-20","NUITS SAINT GEORGES","Canton","BOTTIN CdO"
"cdo_004","BARBIER","BERNARD","M",1924-06-30,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM",NA,"39236","NUITS SAINT GEORGES","Commune","BOTTIN CdO"
"cdo_004","BARBIER","BERNARD","M",1924-06-30,"SENATEUR",1989-09-24,1998-02-25,"DC",NA,NA,NA,NA,"CENTRE",NA,"COTE D OR","Departement","WIKIPEDIA"
"cdo_004","BARBIER","BERNARD","M",1924-06-30,"CONSEILLER MUNICIPAL",1995-06-11,1998-02-25,"DC","M",1995-06-11,1998-02-25,"DC",NA,"39236","NUITS SAINT GEORGES","Commune","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"CONSEILLER DEPARTEMENTAL",1958-04-20,1964-03-05,"FM","VP",1958-04-20,1964-03-05,"FM",NA,"21_21-13","FONTAINE FRANCAISE","Canton","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"CONSEILLER MUNICIPAL",1959-03-08,1965-03-10,"FM","M",1960-01-01,1965-03-10,"FM",NA,"38385","FONTAINE FRANCAISE","Commune","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"DEPUTE",1962-11-18,1967-03-01,"FM",NA,NA,NA,NA,"DROITE","66982","2EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"CONSEILLER DEPARTEMENTAL",1964-03-08,1970-09-20,"FM","VP",1964-03-08,1970-09-20,"FM",NA,"21_21-13","FONTAINE FRANCAISE","Canton","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"CONSEILLER MUNICIPAL",1965-03-14,1971-03-10,"FM","M",1965-03-14,1971-03-10,"FM",NA,"38385","FONTAINE FRANCAISE","Commune","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"DEPUTE",1967-03-05,1968-06-20,"FM",NA,NA,NA,NA,"DROITE","66982","2EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"DEPUTE",1968-06-23,1973-03-01,"FM",NA,NA,NA,NA,"DROITE","66982","2EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"CONSEILLER DEPARTEMENTAL",1970-09-23,1976-03-05,"FM","VP",1970-09-23,1976-03-05,"FM",NA,"21_21-13","FONTAINE FRANCAISE","Canton","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"CONSEILLER MUNICIPAL",1971-03-14,1977-03-10,"FM","M",1971-03-14,1977-03-10,"FM",NA,"38385","FONTAINE FRANCAISE","Commune","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"DEPUTE",1973-03-04,1978-03-10,"FM",NA,NA,NA,NA,"DROITE","66982","2EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"CONSEILLER DEPARTEMENTAL",1976-03-07,1982-03-10,"FM","VP",1976-03-07,1982-03-10,"FM",NA,"21_21-13","FONTAINE FRANCAISE","Canton","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-05,"FM","M",1977-03-13,1983-03-05,"FM",NA,"38385","FONTAINE FRANCAISE","Commune","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"DEPUTE",1978-03-12,1981-06-10,"FM",NA,NA,NA,NA,"DROITE","66982","2EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"CONSEILLER DEPARTEMENTAL",1982-03-13,1988-09-20,"FM","VP",1982-03-13,1988-09-20,"FM",NA,"21_21-13","FONTAINE FRANCAISE","Canton","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",NA,"38385","FONTAINE FRANCAISE","Commune","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"CONSEILLER REGIONAL",1986-03-16,1992-03-20,"FM",NA,NA,NA,NA,NA,"1790_20","COTE D OR","Departement","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"CONSEILLER DEPARTEMENTAL",1988-09-25,1994-03-15,"FM","P",1988-09-25,1994-03-15,"FM",NA,"21_21-13","FONTAINE FRANCAISE","Canton","BOTTIN CdO"
"cdo_005","BERGER","HENRY","M",1920-04-04,"CONSEILLER MUNICIPAL",1989-03-12,1992-01-01,"AU","M",1989-03-12,1992-01-01,"AU",NA,"38385","FONTAINE FRANCAISE","Commune","BOTTIN CdO"
"cdo_006","BERTHAUD","DOMINIQUE","M",NA,"CONSEILLER MUNICIPAL",1910-07-10,1925-05-01,"FM","M",1910-07-10,1925-05-01,"FM","SOC",NA,"LONGVIC","Commune","WIKIPEDIA"
"cdo_006","BERTHAUD","DOMINIQUE","M",NA,"CONSEILLER MUNICIPAL",1925-05-03,1929-05-01,"FM","M",1925-05-03,1929-05-01,"FM","SOC",NA,"LONGVIC","Commune","WIKIPEDIA"
"cdo_006","BERTHAUD","DOMINIQUE","M",NA,"CONSEILLER MUNICIPAL",1929-05-05,1935-05-01,"FM","M",1929-05-05,1935-05-01,"FM","SOC",NA,"LONGVIC","Commune","WIKIPEDIA"
"cdo_006","BERTHAUD","DOMINIQUE","M",NA,"CONSEILLER MUNICIPAL",1935-05-05,1945-04-25,"FM","M",1935-05-05,1945-04-25,"FM","SOC",NA,"LONGVIC","Commune","WIKIPEDIA"
"cdo_006","BERTHAUD","DOMINIQUE","M",NA,"CONSEILLER MUNICIPAL",1945-04-29,1947-10-10,"FM","M",1945-04-29,1947-10-10,"FM","SOC",NA,"LONGVIC","Commune","WIKIPEDIA"
"cdo_006","BERTHAUD","DOMINIQUE","M",NA,"CONSEILLER MUNICIPAL",1947-10-19,1953-04-20,"FM","M",1947-10-19,1953-04-20,"FM","SOC",NA,"LONGVIC","Commune","WIKIPEDIA"
"cdo_006","BERTHAUD","DOMINIQUE","M",NA,"CONSEILLER MUNICIPAL",1953-05-26,1959-03-05,"FM","M",1953-05-26,1959-03-05,"FM","SOC",NA,"LONGVIC","Commune","WIKIPEDIA"
"cdo_006","BERTHAUD","DOMINIQUE","M",NA,"CONSEILLER MUNICIPAL",1959-03-08,1963-01-01,"DC","M",1959-03-08,1963-01-01,"DC","SOC",NA,"LONGVIC","Commune","WIKIPEDIA"
"cdo_008","BOURGOIN","GEORGES","M",NA,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-05,"FM","M",1977-03-13,1983-03-05,"FM",NA,"40756","FONTAINE LES DIJON","Commune","ARCHIVES"
"cdo_009","BOUZIANE LAROUSSI","KHEIRA","F",1953-08-23,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM",NA,NA,NA,NA,"SOC",NA,"QUETIGNY","Commune","WIKIPEDIA"
"cdo_009","BOUZIANE LAROUSSI","KHEIRA","F",1953-08-23,"DEPUTE",2012-06-20,2017-06-10,"FM",NA,NA,NA,NA,"SOC",NA,"3EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","WIKIPEDIA"
"cdo_009","BOUZIANE LAROUSSI","KHEIRA","F",1953-08-23,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM",NA,NA,NA,NA,"SOC",NA,"QUETIGNY","Commune","WIKIPEDIA"
"cdo_010","BRENOT","LUCIEN","M",1948-03-29,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM","DROITE","66183","CHEVIGNY SAINT SAUVEUR","Commune","ARCHIVES"
"cdo_010","BRENOT","LUCIEN","M",1948-03-29,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM","DROITE","66183","CHEVIGNY SAINT SAUVEUR","Commune","ARCHIVES"
"cdo_010","BRENOT","LUCIEN","M",1948-03-29,"DEPUTE",1993-03-21,1997-05-20,"FM",NA,NA,NA,NA,"DROITE",NA,"3EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","WIKIPEDIA"
"cdo_010","BRENOT","LUCIEN","M",1948-03-29,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM","DROITE","65024","CHEVIGNY SAINT SAUVEUR","Commune","ARCHIVES"
"cdo_010","BRENOT","LUCIEN","M",1948-03-29,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM",NA,NA,NA,NA,"DROITE",NA,"CHEVIGNY SAINT SAUVEUR","Commune","WIKIPEDIA"
"cdo_010","BRENOT","LUCIEN","M",1948-03-29,"CONSEILLER MUNICIPAL",2008-03-09,2012-10-13,"DC",NA,NA,NA,NA,"DROITE",NA,"CHEVIGNY SAINT SAUVEUR","Commune","WIKIPEDIA"
"cdo_012","CARMINATI","BAPTISTE","M",NA,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM","DROITE",NA,"TALANT","Commune","BIEN PUBLIC"
"cdo_012","CARMINATI","BAPTISTE","M",NA,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM","DROITE",NA,"TALANT","Commune","BIEN PUBLIC"
"cdo_012","CARMINATI","BAPTISTE","M",NA,"CONSEILLER MUNICIPAL",1995-06-11,1997-01-01,"DM","M",1995-06-11,1997-01-01,"DM","DROITE",NA,"TALANT","Commune","BIEN PUBLIC"
"cdo_013","CARRAZ","ROLAND","M",1943-05-18,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-05,"FM","M",1977-03-13,1983-03-05,"FM","SOC","65024","CHENOVE","Commune","BOTTIN CdO"
"cdo_013","CARRAZ","ROLAND","M",1943-05-18,"DEPUTE",1981-06-14,1983-03-01,"AU",NA,NA,NA,NA,"SOC","66981","1ERE CIRCONSCRIPTION COTE D OR","Circonscription Legislative","BOTTIN CdO"
"cdo_013","CARRAZ","ROLAND","M",1943-05-18,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM","SOC","65024","CHENOVE","Commune","BOTTIN CdO"
"cdo_013","CARRAZ","ROLAND","M",1943-05-18,"CONSEILLER DEPARTEMENTAL",1985-03-10,1992-03-20,"FM",NA,NA,NA,NA,"SOC","21_16-11","DIJON 4","Canton","BOTTIN CdO"
"cdo_013","CARRAZ","ROLAND","M",1943-05-18,"DEPUTE",1986-03-16,1988-06-01,"FM",NA,NA,NA,NA,"SOC","66983","3EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","BOTTIN CdO"
"cdo_013","CARRAZ","ROLAND","M",1943-05-18,"DEPUTE",1988-06-05,1993-03-20,"FM",NA,NA,NA,NA,"SOC","66983","3EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","BOTTIN CdO"
"cdo_013","CARRAZ","ROLAND","M",1943-05-18,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM","SOC","65024","CHENOVE","Commune","BOTTIN CdO"
"cdo_013","CARRAZ","ROLAND","M",1943-05-18,"CONSEILLER DEPARTEMENTAL",1992-03-22,1998-03-10,"FM",NA,NA,NA,NA,"SOC","21_16-11","DIJON 4","Canton","BOTTIN CdO"
"cdo_013","CARRAZ","ROLAND","M",1943-05-18,"CONSEILLER REGIONAL",1992-03-22,1992-04-01,"DM",NA,NA,NA,NA,"SOC",NA,"COTE D OR","Departement","WIKIPEDIA"
"cdo_013","CARRAZ","ROLAND","M",1943-05-18,"CONSEILLER MUNICIPAL",1995-03-11,1999-12-09,"DC","M",1995-03-11,1999-12-09,"DC","SOC","65024","CHENOVE","Commune","ARCHIVES"
"cdo_013","CARRAZ","ROLAND","M",1943-05-18,"CONSEILLER MUNICIPAL",1995-06-11,1999-12-09,"DC","M",1995-06-11,1999-12-09,"DC","SOC","65024","CHENOVE","Commune","BOTTIN CdO"
"cdo_013","CARRAZ","ROLAND","M",1943-05-18,"DEPUTE",1997-05-25,1999-12-09,"DC",NA,NA,NA,NA,"SOC","66983","3EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","BOTTIN CdO"
"cdo_013","CARRAZ","ROLAND","M",1943-05-18,"CONSEILLER DEPARTEMENTAL",1998-03-15,1999-12-09,"DC",NA,NA,NA,NA,"SOC","21_16-11","DIJON 4","Canton","BOTTIN CdO"
"cdo_014","CHAPUIS","PATRICK","M",1955-08-17,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM",NA,NA,NA,NA,"DROITE",NA,"FONTAINE LES DIJON","Commune","PRESSE"
"cdo_014","CHAPUIS","PATRICK","M",1955-08-17,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM",NA,NA,NA,NA,"DROITE",NA,"FONTAINE LES DIJON","Commune","PRESSE"
"cdo_014","CHAPUIS","PATRICK","M",1955-08-17,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM",NA,NA,NA,NA,"DROITE",NA,"FONTAINE LES DIJON","Commune","PRESSE"
"cdo_014","CHAPUIS","PATRICK","M",1955-08-17,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM","DROITE",NA,"FONTAINE LES DIJON","Commune","PRESSE"
"cdo_014","CHAPUIS","PATRICK","M",1955-08-17,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM","DROITE",NA,"FONTAINE LES DIJON","Commune","PRESSE"
"cdo_014","CHAPUIS","PATRICK","M",1955-08-17,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM","DROITE",NA,"FONTAINE LES DIJON","Commune","PRESSE"
"cdo_014","CHAPUIS","PATRICK","M",1955-08-17,"CONSEILLER DEPARTEMENTAL",2015-03-29,2021-06-20,"FM","VP",2015-03-29,2021-06-20,"FM","DROITE",NA,"FONTAINE LES DIJON","Canton","PRESSE"
"cdo_014","CHAPUIS","PATRICK","M",1955-08-17,"CONSEILLER MUNICIPAL",2020-03-20,NA,NA,"M",2020-03-20,NA,NA,"DROITE",NA,"FONTAINE LES DIJON","Commune","PRESSE"
"cdo_015","CHARLES","PIERRE","M",1924-06-21,"CONSEILLER MUNICIPAL",1953-04-26,1959-03-05,"FM",NA,NA,NA,NA,NA,"64967","LIERNAIS","Commune","BOTTIN CdO"
"cdo_015","CHARLES","PIERRE","M",1924-06-21,"CONSEILLER MUNICIPAL",1959-03-08,1965-03-10,"FM",NA,NA,NA,NA,NA,"64967","LIERNAIS","Commune","BOTTIN CdO"
"cdo_015","CHARLES","PIERRE","M",1924-06-21,"CONSEILLER DEPARTEMENTAL",1964-03-08,1970-09-20,"FM",NA,NA,NA,NA,NA,"21_29-19","LIERNAIS","Canton","BOTTIN CdO"
"cdo_015","CHARLES","PIERRE","M",1924-06-21,"CONSEILLER MUNICIPAL",1965-03-14,1971-03-10,"FM",NA,NA,NA,NA,NA,"64967","LIERNAIS","Commune","BOTTIN CdO"
"cdo_015","CHARLES","PIERRE","M",1924-06-21,"DEPUTE",1967-03-05,1968-06-20,"FM",NA,NA,NA,NA,"SOC","66983","3EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","BOTTIN CdO"
"cdo_015","CHARLES","PIERRE","M",1924-06-21,"CONSEILLER DEPARTEMENTAL",1970-09-23,1976-03-05,"FM",NA,NA,NA,NA,NA,"21_29-19","LIERNAIS","Canton","BOTTIN CdO"
"cdo_015","CHARLES","PIERRE","M",1924-06-21,"CONSEILLER MUNICIPAL",1971-03-14,1977-03-10,"FM",NA,NA,NA,NA,NA,"64967","LIERNAIS","Commune","BOTTIN CdO"
"cdo_015","CHARLES","PIERRE","M",1924-06-21,"DEPUTE",1974-10-01,1978-03-10,"FM",NA,NA,NA,NA,"SOC","66983","3EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","BOTTIN CdO"
"cdo_015","CHARLES","PIERRE","M",1924-06-21,"CONSEILLER DEPARTEMENTAL",1976-03-07,1982-03-10,"FM",NA,NA,NA,NA,NA,"21_29-19","LIERNAIS","Canton","BOTTIN CdO"
"cdo_015","CHARLES","PIERRE","M",1924-06-21,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-05,"FM",NA,NA,NA,NA,NA,"64967","LIERNAIS","Commune","BOTTIN CdO"
"cdo_015","CHARLES","PIERRE","M",1924-06-21,"CONSEILLER DEPARTEMENTAL",1982-03-14,1988-09-20,"FM",NA,NA,NA,NA,NA,"21_29-19","LIERNAIS","Canton","BOTTIN CdO"
"cdo_015","CHARLES","PIERRE","M",1924-06-21,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM",NA,NA,NA,NA,NA,"64967","LIERNAIS","Commune","BOTTIN CdO"
"cdo_016","COLSON","MAURICE","M",1932-01-01,"CONSEILLER MUNICIPAL",1986-02-01,1989-03-10,"FM","M",1986-02-01,1989-03-10,"FM","DVD","55032","LONGVIC","Commune","WIKIPEDIA"
"cdo_016","COLSON","MAURICE","M",1932-01-01,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-05,"FM","M",1989-03-12,1995-06-05,"FM","DVD","55032","LONGVIC","Commune","WIKIPEDIA"
"cdo_017","DARCIAUX","CLAUDE","F",1942-10-18,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM",NA,NA,NA,NA,"SOC",NA,"LONGVIC","Commune","WIKIPEDIA"
"cdo_017","DARCIAUX","CLAUDE","F",1942-10-18,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM",NA,NA,NA,NA,"SOC",NA,"LONGVIC","Commune","WIKIPEDIA"
"cdo_017","DARCIAUX","CLAUDE","F",1942-10-18,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","ADJOINT",1995-06-11,2001-03-10,"FM","SOC",NA,"LONGVIC","Commune","WIKIPEDIA"
"cdo_017","DARCIAUX","CLAUDE","F",1942-10-18,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","ADJOINT",2001-03-11,2005-06-10,"AU","SOC",NA,"LONGVIC","Commune","WIKIPEDIA"
"cdo_017","DARCIAUX","CLAUDE","F",1942-10-18,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2005-06-21,2008-03-01,"FM","SOC",NA,"LONGVIC","Commune","WIKIPEDIA"
"cdo_017","DARCIAUX","CLAUDE","F",1942-10-18,"DEPUTE",2002-06-09,2007-06-10,"FM",NA,NA,NA,NA,"SOC",NA,"3EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","WIKIPEDIA"
"cdo_017","DARCIAUX","CLAUDE","F",1942-10-18,"DEPUTE",2007-06-17,2012-06-10,"FM",NA,NA,NA,NA,"SOC",NA,"3EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","WIKIPEDIA"
"cdo_017","DARCIAUX","CLAUDE","F",1942-10-18,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM","SOC",NA,"LONGVIC","Commune","WIKIPEDIA"
"cdo_018","DE BROISSIA","LOUIS","M",1943-06-01,"CONSEILLER MUNICIPAL",1971-03-14,1977-03-10,"FM",NA,NA,NA,NA,NA,NA,"BLAGNY SUR VINGEANNE","Commune","WIKIPEDIA"
"cdo_018","DE BROISSIA","LOUIS","M",1943-06-01,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-05,"FM",NA,NA,NA,NA,NA,NA,"BLAGNY SUR VINGEANNE","Commune","WIKIPEDIA"
"cdo_018","DE BROISSIA","LOUIS","M",1943-06-01,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM",NA,NA,NA,NA,NA,NA,"BLAGNY SUR VINGEANNE","Commune","WIKIPEDIA"
"cdo_018","DE BROISSIA","LOUIS","M",1943-06-01,"CONSEILLER DEPARTEMENTAL",1985-03-10,1992-03-20,"FM",NA,NA,NA,NA,NA,"21_31-20","MIREBEAU SUR BEZE","Canton","BOTTIN CdO"
"cdo_018","DE BROISSIA","LOUIS","M",1943-06-01,"CONSEILLER REGIONAL",1986-03-16,1988-09-01,"AU",NA,NA,NA,NA,NA,"1790_20","COTE D OR","Departement","BOTTIN CdO"
"cdo_018","DE BROISSIA","LOUIS","M",1943-06-01,"DEPUTE",1988-06-05,1993-03-20,"FM",NA,NA,NA,NA,"DROITE","66982","2EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","BOTTIN CdO"
"cdo_018","DE BROISSIA","LOUIS","M",1943-06-01,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-05,"FM",NA,NA,NA,NA,NA,NA,"BLAGNY SUR VINGEANNE","Commune","WIKIPEDIA"
"cdo_018","DE BROISSIA","LOUIS","M",1943-06-01,"CONSEILLER DEPARTEMENTAL",1992-03-22,1998-03-10,"FM","P",1994-04-01,1998-03-10,"FM",NA,"21_31-20","MIREBEAU SUR BEZE","Canton","BOTTIN CdO"
"cdo_018","DE BROISSIA","LOUIS","M",1943-06-01,"DEPUTE",1993-03-21,1997-05-20,"FM",NA,NA,NA,NA,"DROITE","66982","2EME CIRCONSCRIPTION COTE D OR","Circonscription Legislative","BOTTIN CdO"
"cdo_018","DE BROISSIA","LOUIS","M",1943-06-01,"CONSEILLER MUNICIPAL",1995-06-19,2001-03-10,"FM",NA,NA,NA,NA,NA,NA,"BLAGNY SUR VINGEANNE","Commune","WIKIPEDIA"
"cdo_018","DE BROISSIA","LOUIS","M",1943-06-01,"CONSEILLER DEPARTEMENTAL",1998-03-15,2004-03-20,"FM","P",1998-03-15,2004-03-20,"FM",NA,"21_31-20","MIREBEAU SUR BEZE","Canton","BOTTIN CdO"
