"Id","NomDeNaissance","Prenom","Sexe","DateDeNaissance","TypeMandat","DateDebutMandat","DateFinMandat","MotifFinMandat","TypeFonction","DateDebutFonction","DateFinFonction","MotifFinFonction","NuancePolitique","IdTerritoire","NomTerritoire","TypeTerritoire","Sources"
"bdr_060","DOIZE","PIERRE","M",1907-11-06,"CONSEILLER MUNICIPAL",1953-04-26,1959-03-01,"FM",NA,NA,NA,NA,"COM",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_060","DOIZE","PIERRE","M",1907-11-06,"CONSEILLER MUNICIPAL",1959-03-08,1965-03-10,"FM",NA,NA,NA,NA,"COM",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_060","DOIZE","PIERRE","M",1907-11-06,"CONSEILLER MUNICIPAL",1965-03-14,1971-03-10,"FM",NA,NA,NA,NA,"COM",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_061","DOMENECH","GABRIEL","M",1920-09-04,"CONSEILLER DEPARTEMENTAL",1958-04-20,1964-03-01,"FM",NA,NA,NA,NA,"DROITE",NA,"PEYRUIS","Canton","WIKIPEDIA"
"bdr_061","DOMENECH","GABRIEL","M",1920-09-04,"DEPUTE",1958-11-23,1962-11-10,"FM",NA,NA,NA,NA,"DROITE",NA,NA,"Circonscription législative","WIKIPEDIA"
"bdr_061","DOMENECH","GABRIEL","M",1920-09-04,"CONSEILLER REGIONAL",1986-03-16,1992-03-20,"FM","VP",NA,NA,NA,"EXTD",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_061","DOMENECH","GABRIEL","M",1920-09-04,"DEPUTE",1986-03-16,1988-06-01,"FM",NA,NA,NA,NA,"EXTD",NA,"BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_062","DUFOUR","JEAN","M",1949-04-05,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM",NA,NA,NA,NA,"COM",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_062","DUFOUR","JEAN","M",1949-04-05,"CONSEILLER MUNICIPAL",1989-03-19,1995-06-10,"FM",NA,NA,NA,NA,"COM",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_062","DUFOUR","JEAN","M",1949-04-05,"CONSEILLER MUNICIPAL",1995-06-18,2001-03-10,"FM",NA,NA,NA,NA,"COM",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_062","DUFOUR","JEAN","M",1949-04-05,"CONSEILLER REGIONAL",1986-03-16,1992-03-20,"FM",NA,NA,NA,NA,"COM",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_062","DUFOUR","JEAN","M",1949-04-05,"CONSEILLER REGIONAL",1992-03-22,1998-03-10,"FM",NA,NA,NA,NA,"COM",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_062","DUFOUR","JEAN","M",1949-04-05,"CONSEILLER DEPARTEMENTAL",1994-03-20,2001-03-10,"FM",NA,NA,NA,NA,"COM",NA,"MARSEILLE LA BELLE DE MAI","Canton","WIKIPEDIA"
"bdr_062","DUFOUR","JEAN","M",1949-04-05,"DEPUTE",2001-07-29,2002-06-18,"FM",NA,NA,NA,NA,"COM",NA,"4e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_063","DUTOIT","FREDERIC","M",1956-05-26,"CONSEILLER REGIONAL",1998-03-15,2002-08-05,"AU",NA,NA,NA,NA,"COM",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_063","DUTOIT","FREDERIC","M",1956-05-26,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","Ma",2001-03-11,2008-03-01,"FM","COM",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_063","DUTOIT","FREDERIC","M",1956-05-26,"DEPUTE",2002-07-19,2007-06-10,"FM",NA,NA,NA,NA,"COM",NA,"4e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_063","DUTOIT","FREDERIC","M",1956-05-26,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM",NA,NA,NA,NA,"COM",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_064","ECOCHARD","JANINE","F",1938-09-14,"CONSEILLER DEPARTEMENTAL",1998-03-15,2004-03-20,"FM",NA,NA,NA,NA,"SOC",NA,"MARSEILLE LA CAPELETTE","Canton","WIKIPEDIA"
"bdr_064","ECOCHARD","JANINE","F",1938-09-14,"CONSEILLER DEPARTEMENTAL",2004-03-25,2011-03-10,"FM",NA,NA,NA,NA,"SOC",NA,"MARSEILLE LA CAPELETTE","Canton","WIKIPEDIA"
"bdr_064","ECOCHARD","JANINE","F",1938-09-14,"CONSEILLER DEPARTEMENTAL",2011-03-20,2015-03-20,"FM",NA,NA,NA,NA,"SOC",NA,"MARSEILLE LA CAPELETTE","Canton","WIKIPEDIA"
"bdr_064","ECOCHARD","JANINE","F",1938-09-14,"CONSEILLER DEPARTEMENTAL",2015-03-22,2021-06-10,"FM",NA,NA,NA,NA,"SOC",NA,"MARSEILLE LA CAPELETTE","Canton","WIKIPEDIA"
"bdr_064","ECOCHARD","JANINE","F",1938-09-14,"DEPUTE",1988-06-05,1993-03-20,"FM",NA,NA,NA,NA,"SOC",NA,"5e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_070","FRAISSINET","JEAN","M",1894-06-22,"DEPUTE",1958-11-23,1962-11-10,"FM",NA,NA,NA,NA,"CNI",NA,"2e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_071","FRANCOU","JEAN","M",1920-05-27,"CONSEILLER MUNICIPAL",1953-04-26,1959-03-01,"FM","M",1956-10-01,1959-03-01,"FM","GAUCHE",NA,"SALON DE PROVENCE","Commune","WIKIPEDIA"
"bdr_071","FRANCOU","JEAN","M",1920-05-27,"CONSEILLER MUNICIPAL",1959-03-08,1965-03-10,"FM","M",1959-03-08,1965-03-10,"FM","GAUCHE",NA,"SALON DE PROVENCE","Commune","WIKIPEDIA"
"bdr_071","FRANCOU","JEAN","M",1920-05-27,"CONSEILLER MUNICIPAL",1965-03-14,1971-03-10,"FM","M",1965-03-14,1971-03-10,"FM","GAUCHE",NA,"SALON DE PROVENCE","Commune","WIKIPEDIA"
"bdr_071","FRANCOU","JEAN","M",1920-05-27,"CONSEILLER MUNICIPAL",1971-03-14,1977-03-10,"FM","M",1971-03-14,1977-03-10,"FM","GAUCHE",NA,"SALON DE PROVENCE","Commune","WIKIPEDIA"
"bdr_071","FRANCOU","JEAN","M",1920-05-27,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-01,"FM","M",1977-03-13,1983-03-01,"FM","GAUCHE",NA,"SALON DE PROVENCE","Commune","WIKIPEDIA"
"bdr_071","FRANCOU","JEAN","M",1920-05-27,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM","GAUCHE",NA,"SALON DE PROVENCE","Commune","WIKIPEDIA"
"bdr_071","FRANCOU","JEAN","M",1920-05-27,"SENATEUR",1971-09-26,1980-09-20,"FM",NA,NA,NA,NA,"GAUCHE",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_071","FRANCOU","JEAN","M",1920-05-27,"SENATEUR",1980-09-28,1989-09-20,"FM",NA,NA,NA,NA,"GAUCHE",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"CONSEILLER MUNICIPAL",1945-04-29,1947-10-10,"FM",NA,NA,NA,NA,NA,NA,"AUBAGNE","Commune","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"CONSEILLER MUNICIPAL",1947-10-19,1953-04-20,"FM",NA,NA,NA,NA,NA,NA,"AUBAGNE","Commune","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"CONSEILLER MUNICIPAL",1953-04-26,1959-03-01,"FM","ADJOINT",1953-04-26,1959-03-01,"FM",NA,NA,"AUBAGNE","Commune","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"CONSEILLER MUNICIPAL",1959-03-08,1965-03-10,"FM","1er ADJOINT",1959-03-08,1965-03-10,"FM",NA,NA,"AUBAGNE","Commune","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"CONSEILLER MUNICIPAL",1965-03-14,1971-03-10,"FM","M",1965-03-14,1971-03-10,"FM",NA,NA,"AUBAGNE","Commune","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"CONSEILLER MUNICIPAL",1971-03-14,1977-03-10,"FM","M",1971-03-14,1977-03-10,"FM",NA,NA,"AUBAGNE","Commune","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-01,"FM","M",1977-03-13,1983-03-01,"FM",NA,NA,"AUBAGNE","Commune","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1987-02-01,"DM",NA,NA,"AUBAGNE","Commune","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"CONSEILLER DEPARTEMENTAL",1945-09-23,1951-10-01,"FM",NA,NA,NA,NA,NA,NA,"AUBAGNE","Canton","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"DEPUTE",1962-11-18,1967-03-01,"FM",NA,NA,NA,NA,"COM",NA,"6e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"DEPUTE",1967-03-05,1968-06-20,"FM",NA,NA,NA,NA,"COM",NA,"6e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"DEPUTE",1968-06-23,1973-03-01,"FM",NA,NA,NA,NA,"COM",NA,"6e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"DEPUTE",1973-03-04,1978-03-10,"FM",NA,NA,NA,NA,"COM",NA,"6e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"DEPUTE",1978-03-12,1981-06-10,"FM",NA,NA,NA,NA,"COM",NA,"6e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"DEPUTE",1981-07-02,1986-03-10,"FM",NA,NA,NA,NA,"COM",NA,"6e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_075","GARDEIL","ROBERT","M",1921-11-25,"DEPUTE",1968-06-23,1973-03-01,"FM",NA,NA,NA,NA,NA,NA,"5e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","Ma",1983-03-06,1989-03-10,"FM","CENTRE",NA,"VIe ARRONDISSEMENT MARSEILLE","Commune","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"CONSEILLER MUNICIPAL",1965-03-14,1971-03-10,"FM",NA,NA,NA,NA,"CENTRE",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"CONSEILLER MUNICIPAL",1971-03-14,1977-03-10,"FM",NA,NA,NA,NA,"CENTRE",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"CONSEILLER MUNICIPAL",1995-06-18,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM","DROITE",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM","DROITE",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM","DROITE",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2014-03-23,2020-03-15,"FM","DROITE",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"DEPUTE",1978-03-12,1981-06-10,"FM",NA,NA,NA,NA,"CENTRE",NA,"2e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"DEPUTE",1981-07-02,1986-03-10,"FM",NA,NA,NA,NA,"CENTRE",NA,"2e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"DEPUTE",1986-03-16,1988-06-01,"FM",NA,NA,NA,NA,"CENTRE",NA,"2e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"DEPUTE",1988-06-05,1989-10-01,"AU",NA,NA,NA,NA,"CENTRE",NA,"2e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"CONSEILLER DEPARTEMENTAL",1982-03-14,1988-09-20,"FM",NA,NA,NA,NA,"CENTRE",NA,"MARSEILLE SAINT GINIEZ","Canton","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"CONSEILLER REGIONAL",1986-03-16,1992-03-20,"FM","P",1986-03-16,1992-03-20,"FM","CENTRE",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"CONSEILLER REGIONAL",1992-03-22,1998-03-10,"FM","P",1992-03-22,1998-03-10,"FM","CENTRE",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"SENATEUR",1989-10-02,1995-12-07,"AU",NA,NA,NA,NA,"CENTRE",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"SENATEUR",1998-10-01,2004-09-20,"FM","VP",1998-10-01,2004-09-20,"FM","DROITE",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"SENATEUR",2004-09-26,2011-09-20,"FM","VP",2004-09-26,2011-09-20,"FM","DROITE",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"SENATEUR",2011-09-25,2017-09-20,"FM","VP",2014-10-01,2017-09-20,"FM","DROITE",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_078","GHALI","SAMIA","F",1968-06-10,"CONSEILLER MUNICIPAL",1995-06-18,2001-03-10,"FM",NA,NA,NA,NA,"SOC",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_078","GHALI","SAMIA","F",1968-06-10,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM",NA,NA,NA,NA,"SOC",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_078","GHALI","SAMIA","F",1968-06-10,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","Ma",2008-03-09,2014-03-20,"FM","SOC",NA,"8e SECTEUR MARSEILLE","Commune","WIKIPEDIA"
"bdr_078","GHALI","SAMIA","F",1968-06-10,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","Ma",2014-03-23,2017-09-29,"CUMUL","SOC",NA,"8e SECTEUR MARSEILLE","Commune","WIKIPEDIA"
"bdr_078","GHALI","SAMIA","F",1968-06-10,"CONSEILLER MUNICIPAL",2020-03-20,NA,NA,"ADJOINT",2020-03-20,NA,NA,"SOC",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_078","GHALI","SAMIA","F",1968-06-10,"CONSEILLER REGIONAL",NA,NA,NA,NA,NA,NA,NA,"SOC",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_078","GHALI","SAMIA","F",1968-06-10,"SENATEUR",2008-09-21,2014-09-20,"FM",NA,NA,NA,NA,"SOC",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_078","GHALI","SAMIA","F",1968-06-10,"SENATEUR",2014-09-28,2020-09-20,"FM",NA,NA,NA,NA,"SOC",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_079","GILLES","BRUNO","M",1960-12-26,"CONSEILLER MUNICIPAL",1995-06-18,2001-03-10,"FM","Ma",1995-06-18,2001-03-10,"FM","DROITE",NA,"3e SECTEUR MARSEILLE","Commune","WIKIPEDIA"
"bdr_079","GILLES","BRUNO","M",1960-12-26,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","Ma",2001-03-11,2008-03-01,"FM","DROITE",NA,"3e SECTEUR MARSEILLE","Commune","WIKIPEDIA"
"bdr_079","GILLES","BRUNO","M",1960-12-26,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","Ma",2008-03-09,2014-03-20,"FM","DROITE",NA,"3e SECTEUR MARSEILLE","Commune","WIKIPEDIA"
"bdr_079","GILLES","BRUNO","M",1960-12-26,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","Ma",2014-03-23,2017-09-29,"CUMUL","DROITE",NA,"3e SECTEUR MARSEILLE","Commune","WIKIPEDIA"
"bdr_079","GILLES","BRUNO","M",1960-12-26,"CONSEILLER MUNICIPAL",2020-03-20,NA,NA,NA,NA,NA,NA,"HORIZONS",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_079","GILLES","BRUNO","M",1960-12-26,"DEPUTE",2002-07-19,2007-06-10,"FM",NA,NA,NA,NA,"DROITE",NA,"5e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_079","GILLES","BRUNO","M",1960-12-26,"SENATEUR",2008-09-21,2014-09-20,"FM",NA,NA,NA,NA,"DROITE",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_079","GILLES","BRUNO","M",1960-12-26,"SENATEUR",2014-09-28,2020-09-20,"FM",NA,NA,NA,NA,"DROITE",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_080","GIRAUD","FRANCIS","M",1932-07-04,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM","DROITE",NA,"ROQUEFORT LA BEDOULE","Commune","WIKIPEDIA"
"bdr_080","GIRAUD","FRANCIS","M",1932-07-04,"CONSEILLER MUNICIPAL",1989-03-19,1995-06-10,"FM","M",1989-03-19,1995-06-10,"FM","DROITE",NA,"ROQUEFORT LA BEDOULE","Commune","WIKIPEDIA"
"bdr_080","GIRAUD","FRANCIS","M",1932-07-04,"CONSEILLER MUNICIPAL",1995-06-18,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM","DROITE",NA,"ROQUEFORT LA BEDOULE","Commune","WIKIPEDIA"
"bdr_080","GIRAUD","FRANCIS","M",1932-07-04,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM","DROITE",NA,"ROQUEFORT LA BEDOULE","Commune","WIKIPEDIA"
"bdr_080","GIRAUD","FRANCIS","M",1932-07-04,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM","DROITE",NA,"ROQUEFORT LA BEDOULE","Commune","WIKIPEDIA"
"bdr_080","GIRAUD","FRANCIS","M",1932-07-04,"SENATEUR",1998-09-27,2008-09-10,"FM",NA,NA,NA,NA,"DROITE",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"SENATEUR",1998-09-27,2008-09-10,"FM",NA,NA,NA,NA,"SOC",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"SENATEUR",2008-09-21,2014-09-20,"FM",NA,NA,NA,NA,"SOC",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"SENATEUR",2014-09-28,2020-09-20,"FM",NA,NA,NA,NA,"SOC",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"SENATEUR",2020-09-27,NA,NA,NA,NA,NA,NA,"SOC",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-01,"FM",NA,NA,NA,NA,"SOC",NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","Ma",1983-03-06,1989-03-10,"FM","SOC",NA,"2e SECTEUR MARSEILLE","Commune","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"CONSEILLER MUNICIPAL",1995-06-18,2001-03-10,"FM","Ma",1995-06-18,2001-03-10,"FM","SOC",NA,"2e SECTEUR MARSEILLE","Commune","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM",NA,NA,NA,NA,NA,NA,"MARSEILLE","Commune","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"CONSEILLER DEPARTEMENTAL",1982-03-14,1988-09-20,"FM",NA,NA,NA,NA,"SOC",NA,"MARSEILLE LES GRANDS CARMES","Canton","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"CONSEILLER DEPARTEMENTAL",1988-09-25,1994-03-15,"FM",NA,NA,NA,NA,"SOC",NA,"MARSEILLE LES GRANDS CARMES","Canton","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"CONSEILLER DEPARTEMENTAL",1994-03-20,2001-03-10,"FM","P",1998-07-22,2021-03-10,"FM","SOC",NA,"MARSEILLE LES GRANDS CARMES","Canton","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"CONSEILLER DEPARTEMENTAL",2001-03-11,2008-03-01,"FM","P",2001-03-11,2008-03-01,"FM","SOC",NA,"MARSEILLE LES GRANDS CARMES","Canton","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"CONSEILLER DEPARTEMENTAL",2008-03-09,2015-03-20,"FM","P",2008-03-09,2015-03-20,"FM","SOC",NA,"MARSEILLE LES GRANDS CARMES","Canton","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"CONSEILLER DEPARTEMENTAL",2015-03-29,2021-07-01,"FM",NA,NA,NA,NA,"SOC",NA,"MARSEILLE 2","Canton","WIKIPEDIA"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"CONSEILLER REGIONAL",1992-03-22,1998-03-10,"FM","VP",1992-03-22,1998-03-10,"FM","SOC",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_086","HERMIER","GUY","M",1940-02-22,"DEPUTE",1978-03-12,1981-06-10,"FM",NA,NA,NA,NA,"COM",NA,"4e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_086","HERMIER","GUY","M",1940-02-22,"DEPUTE",1981-07-02,1986-03-10,"FM",NA,NA,NA,NA,"COM",NA,"4e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_086","HERMIER","GUY","M",1940-02-22,"DEPUTE",1986-03-16,1988-06-01,"FM",NA,NA,NA,NA,"COM",NA,"4e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_086","HERMIER","GUY","M",1940-02-22,"DEPUTE",1988-06-05,1993-03-20,"FM",NA,NA,NA,NA,"COM",NA,"4e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_086","HERMIER","GUY","M",1940-02-22,"DEPUTE",1993-03-21,1997-05-20,"FM",NA,NA,NA,NA,"COM",NA,"4e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_086","HERMIER","GUY","M",1940-02-22,"CONSEILLER MUNICIPAL",1995-06-18,2001-03-10,"FM","Ma",1995-06-18,2001-03-10,"FM","COM",NA,"15e ARRONDISSEMENT MARSEILLE","Commune","WIKIPEDIA"
"bdr_087","HOSTACHE","RENE","M",1925-07-27,"DEPUTE",1958-11-23,1962-11-10,"FM",NA,NA,NA,NA,"DROITE",NA,"9e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_088","JIBRAYEL","HENRI","M",1951-09-18,"CONSEILLER DEPARTEMENTAL",2001-03-11,2008-03-01,"FM",NA,NA,NA,NA,"SOC",NA,"MARSEILLE VERDURON","Canton","WIKIPEDIA"
"bdr_088","JIBRAYEL","HENRI","M",1951-09-18,"CONSEILLER DEPARTEMENTAL",2008-03-09,2015-03-10,"FM",NA,NA,NA,NA,"SOC",NA,"MARSEILLE VERDURON","Canton","WIKIPEDIA"
"bdr_088","JIBRAYEL","HENRI","M",1951-09-18,"CONSEILLER DEPARTEMENTAL",2015-03-22,2021-06-10,"FM",NA,NA,NA,NA,"SOC",NA,"MARSEILLE 3","Canton","WIKIPEDIA"
"bdr_088","JIBRAYEL","HENRI","M",1951-09-18,"DEPUTE",2007-06-10,2012-06-01,"FM",NA,NA,NA,NA,"SOC",NA,"4e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_088","JIBRAYEL","HENRI","M",1951-09-18,"DEPUTE",2012-06-17,2017-06-10,"FM",NA,NA,NA,NA,"SOC",NA,"7e CIRCONSCRIPTION BOUCHES DU RHONE","Circonscription législative","WIKIPEDIA"
"bdr_091","JOISSAINS","SOPHIE","F",1969-10-25,"SENATEUR",2008-09-21,2014-09-20,"FM",NA,NA,NA,NA,"DROITE",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_091","JOISSAINS","SOPHIE","F",1969-10-25,"SENATEUR",2014-09-28,2020-08-02,"DM",NA,NA,NA,NA,"DROITE",NA,"BOUCHES DU RHONE","Departement","WIKIPEDIA"
"bdr_091","JOISSAINS","SOPHIE","F",1969-10-25,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","ADJOINT",2008-03-09,2014-03-20,"FM","DROITE",NA,"AIX EN PROVENCE","Commune","WIKIPEDIA"
